order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00001640,O0000656,P0053,1,655.90,5,623.10
OI00001641,O0000657,P0007,2,902.47,0,1804.94
OI00001642,O0000657,P0040,1,595.34,0,595.34
OI00001643,O0000657,P0030,2,794.06,5,1508.71
OI00001644,O0000657,P0006,1,762.29,15,647.95
OI00001645,O0000658,P0051,1,451.37,10,406.23
OI00001646,O0000658,P0048,1,99.71,0,99.71
OI00001647,O0000659,P0021,1,1159.91,5,1101.91
OI00001648,O0000659,P0040,1,595.34,0,595.34
OI00001649,O0000659,P0023,3,1336.83,10,3609.44
OI00001650,O0000659,P0051,1,451.37,15,383.66
OI00001651,O0000660,P0013,1,257.07,0,257.07
OI00001652,O0000660,P0040,2,595.34,0,1190.68
OI00001653,O0000660,P0027,1,488.48,0,488.48
OI00001654,O0000661,P0013,1,257.07,0,257.07
OI00001655,O0000661,P0002,1,313.06,0,313.06
OI00001656,O0000661,P0007,1,902.47,15,767.10
OI00001657,O0000661,P0058,1,1293.33,0,1293.33
OI00001658,O0000662,P0056,1,1060.69,10,954.62
OI00001659,O0000663,P0002,2,313.06,0,626.12
OI00001660,O0000663,P0060,1,102.61,5,97.48
OI00001661,O0000663,P0024,1,133.54,0,133.54
OI00001662,O0000663,P0021,3,1159.91,15,2957.77
OI00001663,O0000664,P0018,1,839.52,15,713.59
OI00001664,O0000664,P0038,1,362.52,15,308.14
OI00001665,O0000665,P0027,1,488.48,10,439.63
OI00001666,O0000666,P0041,1,672.66,0,672.66
OI00001667,O0000667,P0060,1,102.61,10,92.35
OI00001668,O0000667,P0051,2,451.37,15,767.33
OI00001669,O0000667,P0038,1,362.52,5,344.39
OI00001670,O0000667,P0034,1,1291.40,5,1226.83
OI00001671,O0000668,P0015,2,427.79,15,727.24
OI00001672,O0000668,P0040,3,595.34,10,1607.42
OI00001673,O0000669,P0038,3,362.52,0,1087.56
OI00001674,O0000669,P0039,1,474.61,0,474.61
OI00001675,O0000669,P0053,1,655.90,0,655.90
OI00001676,O0000670,P0020,1,1044.61,15,887.92
OI00001677,O0000670,P0002,1,313.06,5,297.41
OI00001678,O0000671,P0012,1,148.19,0,148.19
OI00001679,O0000671,P0040,1,595.34,0,595.34
OI00001680,O0000671,P0043,1,928.06,15,788.85
OI00001681,O0000671,P0032,1,1037.48,15,881.86
OI00001682,O0000672,P0060,2,102.61,10,184.70
OI00001683,O0000672,P0033,2,1167.43,0,2334.86
OI00001684,O0000672,P0034,3,1291.40,0,3874.20
OI00001685,O0000672,P0021,2,1159.91,5,2203.83
OI00001686,O0000673,P0014,2,348.45,5,662.05
OI00001687,O0000673,P0043,2,928.06,0,1856.12
OI00001688,O0000673,P0029,1,703.99,0,703.99
OI00001689,O0000674,P0040,3,595.34,0,1786.02
OI00001690,O0000674,P0029,2,703.99,15,1196.78
OI00001691,O0000674,P0052,2,604.83,10,1088.69
OI00001692,O0000675,P0029,2,703.99,15,1196.78
OI00001693,O0000675,P0055,1,931.83,10,838.65
OI00001694,O0000676,P0041,1,672.66,0,672.66
OI00001695,O0000676,P0031,1,874.24,0,874.24
OI00001696,O0000676,P0029,2,703.99,5,1337.58
OI00001697,O0000677,P0012,1,148.19,0,148.19
OI00001698,O0000678,P0058,1,1293.33,0,1293.33
OI00001699,O0000678,P0021,1,1159.91,5,1101.91
OI00001700,O0000678,P0015,1,427.79,15,363.62
OI00001701,O0000678,P0027,1,488.48,0,488.48
OI00001702,O0000679,P0007,1,902.47,5,857.35
OI00001703,O0000679,P0020,1,1044.61,10,940.15
OI00001704,O0000679,P0046,2,1240.65,5,2357.24
OI00001705,O0000679,P0043,1,928.06,5,881.66
OI00001706,O0000680,P0054,1,769.72,0,769.72
OI00001707,O0000680,P0025,1,266.10,5,252.80
OI00001708,O0000680,P0008,1,1054.76,0,1054.76
OI00001709,O0000680,P0026,1,366.66,15,311.66
OI00001710,O0000681,P0010,1,1286.45,0,1286.45
OI00001711,O0000681,P0048,1,99.71,15,84.75
OI00001712,O0000681,P0056,1,1060.69,0,1060.69
OI00001713,O0000682,P0053,1,655.90,15,557.51
OI00001714,O0000682,P0006,1,762.29,15,647.95
OI00001715,O0000683,P0005,1,694.42,0,694.42
OI00001716,O0000684,P0011,1,1360.30,0,1360.30
OI00001717,O0000684,P0059,1,1368.20,15,1162.97
OI00001718,O0000684,P0006,3,762.29,0,2286.87
OI00001719,O0000685,P0028,2,598.14,10,1076.65
OI00001720,O0000686,P0057,2,1179.24,0,2358.48
OI00001721,O0000686,P0036,1,101.46,0,101.46
OI00001722,O0000687,P0017,1,682.56,0,682.56
OI00001723,O0000687,P0025,1,266.10,10,239.49
OI00001724,O0000687,P0010,1,1286.45,10,1157.81
OI00001725,O0000688,P0009,1,1133.54,10,1020.19
OI00001726,O0000689,P0034,1,1291.40,5,1226.83
OI00001727,O0000690,P0052,1,604.83,0,604.83
OI00001728,O0000690,P0031,1,874.24,10,786.82
OI00001729,O0000691,P0009,1,1133.54,0,1133.54
OI00001730,O0000691,P0012,1,148.19,0,148.19
OI00001731,O0000692,P0035,1,1339.16,15,1138.29
OI00001732,O0000692,P0044,1,987.16,10,888.44
OI00001733,O0000693,P0038,1,362.52,0,362.52
OI00001734,O0000693,P0049,2,231.91,15,394.25
OI00001735,O0000693,P0005,3,694.42,5,1979.10
OI00001736,O0000693,P0003,1,496.81,0,496.81
OI00001737,O0000694,P0009,1,1133.54,0,1133.54
OI00001738,O0000695,P0049,1,231.91,10,208.72
OI00001739,O0000695,P0002,1,313.06,10,281.75
OI00001740,O0000695,P0009,1,1133.54,10,1020.19
OI00001741,O0000696,P0055,2,931.83,10,1677.29
OI00001742,O0000696,P0020,2,1044.61,0,2089.22
OI00001743,O0000696,P0015,1,427.79,15,363.62
OI00001744,O0000697,P0052,2,604.83,0,1209.66
OI00001745,O0000697,P0003,1,496.81,0,496.81
OI00001746,O0000698,P0036,1,101.46,5,96.39
OI00001747,O0000699,P0022,1,1282.59,5,1218.46
OI00001748,O0000699,P0040,1,595.34,15,506.04
OI00001749,O0000699,P0045,1,1130.26,5,1073.75
OI00001750,O0000699,P0042,3,785.40,0,2356.20
OI00001751,O0000700,P0057,3,1179.24,0,3537.72
OI00001752,O0000701,P0035,1,1339.16,0,1339.16
OI00001753,O0000701,P0003,1,496.81,10,447.13
OI00001754,O0000701,P0036,1,101.46,0,101.46
OI00001755,O0000702,P0056,1,1060.69,0,1060.69
OI00001756,O0000702,P0048,1,99.71,15,84.75
OI00001757,O0000703,P0039,1,474.61,0,474.61
OI00001758,O0000703,P0014,1,348.45,5,331.03
OI00001759,O0000703,P0017,1,682.56,0,682.56
OI00001760,O0000703,P0018,1,839.52,0,839.52
OI00001761,O0000704,P0035,1,1339.16,10,1205.24
OI00001762,O0000704,P0005,1,694.42,0,694.42
OI00001763,O0000704,P0036,2,101.46,0,202.92
OI00001764,O0000704,P0001,1,236.92,15,201.38
OI00001765,O0000705,P0024,1,133.54,0,133.54
OI00001766,O0000705,P0055,3,931.83,5,2655.72
OI00001767,O0000706,P0052,1,604.83,15,514.11
OI00001768,O0000706,P0060,2,102.61,5,194.96
OI00001769,O0000707,P0004,1,606.51,5,576.18
OI00001770,O0000707,P0041,1,672.66,0,672.66
OI00001771,O0000707,P0023,1,1336.83,0,1336.83
OI00001772,O0000707,P0009,1,1133.54,10,1020.19
OI00001773,O0000708,P0047,1,1350.45,5,1282.93
OI00001774,O0000709,P0056,1,1060.69,10,954.62
OI00001775,O0000709,P0050,2,377.06,15,641.00
OI00001776,O0000710,P0052,1,604.83,0,604.83
OI00001777,O0000710,P0042,2,785.40,5,1492.26
OI00001778,O0000710,P0056,1,1060.69,15,901.59
OI00001779,O0000711,P0059,1,1368.20,10,1231.38
OI00001780,O0000711,P0015,2,427.79,0,855.58
OI00001781,O0000712,P0031,2,874.24,15,1486.21
OI00001782,O0000712,P0059,1,1368.20,15,1162.97
OI00001783,O0000713,P0034,2,1291.40,0,2582.80
OI00001784,O0000713,P0032,1,1037.48,0,1037.48
OI00001785,O0000714,P0041,1,672.66,0,672.66
OI00001786,O0000715,P0026,1,366.66,15,311.66
OI00001787,O0000716,P0027,1,488.48,0,488.48
OI00001788,O0000717,P0013,1,257.07,0,257.07
OI00001789,O0000717,P0057,1,1179.24,0,1179.24
OI00001790,O0000717,P0060,2,102.61,0,205.22
OI00001791,O0000717,P0029,2,703.99,10,1267.18
OI00001792,O0000718,P0019,3,893.32,0,2679.96
OI00001793,O0000718,P0059,2,1368.20,15,2325.94
OI00001794,O0000718,P0056,2,1060.69,10,1909.24
OI00001795,O0000719,P0040,1,595.34,0,595.34
OI00001796,O0000720,P0010,1,1286.45,0,1286.45
OI00001797,O0000720,P0029,1,703.99,0,703.99
OI00001798,O0000721,P0014,1,348.45,0,348.45
OI00001799,O0000722,P0055,2,931.83,15,1584.11
OI00001800,O0000723,P0013,1,257.07,15,218.51
OI00001801,O0000723,P0040,1,595.34,15,506.04
OI00001802,O0000724,P0048,2,99.71,0,199.42
OI00001803,O0000724,P0041,1,672.66,0,672.66
OI00001804,O0000725,P0011,1,1360.30,0,1360.30
OI00001805,O0000725,P0041,1,672.66,10,605.39
OI00001806,O0000725,P0018,2,839.52,0,1679.04
OI00001807,O0000726,P0041,1,672.66,5,639.03
OI00001808,O0000726,P0045,1,1130.26,5,1073.75
OI00001809,O0000727,P0027,1,488.48,0,488.48
OI00001810,O0000727,P0014,2,348.45,0,696.90
OI00001811,O0000727,P0023,1,1336.83,10,1203.15
OI00001812,O0000728,P0041,2,672.66,15,1143.52
OI00001813,O0000729,P0033,1,1167.43,0,1167.43
OI00001814,O0000729,P0051,1,451.37,0,451.37
OI00001815,O0000729,P0005,2,694.42,15,1180.51
OI00001816,O0000729,P0004,2,606.51,5,1152.37
OI00001817,O0000730,P0006,2,762.29,0,1524.58
OI00001818,O0000731,P0006,2,762.29,0,1524.58
OI00001819,O0000731,P0023,1,1336.83,0,1336.83
OI00001820,O0000732,P0029,1,703.99,0,703.99
OI00001821,O0000732,P0016,1,579.49,0,579.49
OI00001822,O0000732,P0012,1,148.19,0,148.19
OI00001823,O0000732,P0004,1,606.51,10,545.86
OI00001824,O0000733,P0020,1,1044.61,0,1044.61
OI00001825,O0000733,P0021,1,1159.91,10,1043.92
OI00001826,O0000733,P0028,1,598.14,0,598.14
OI00001827,O0000733,P0037,2,265.67,10,478.21
OI00001828,O0000734,P0034,3,1291.40,0,3874.20
OI00001829,O0000734,P0050,2,377.06,5,716.41
OI00001830,O0000734,P0057,3,1179.24,5,3360.83
OI00001831,O0000734,P0056,1,1060.69,0,1060.69
OI00001832,O0000735,P0015,1,427.79,0,427.79
OI00001833,O0000736,P0012,1,148.19,0,148.19
OI00001834,O0000736,P0023,1,1336.83,5,1269.99
OI00001835,O0000736,P0024,1,133.54,0,133.54
OI00001836,O0000736,P0060,1,102.61,0,102.61
OI00001837,O0000737,P0006,1,762.29,0,762.29
OI00001838,O0000737,P0044,2,987.16,10,1776.89
OI00001839,O0000738,P0056,1,1060.69,15,901.59
OI00001840,O0000738,P0054,2,769.72,0,1539.44
OI00001841,O0000739,P0054,2,769.72,0,1539.44
OI00001842,O0000739,P0040,1,595.34,5,565.57
OI00001843,O0000739,P0047,1,1350.45,0,1350.45
OI00001844,O0000740,P0027,1,488.48,0,488.48
OI00001845,O0000740,P0009,1,1133.54,15,963.51
OI00001846,O0000741,P0032,1,1037.48,0,1037.48
OI00001847,O0000741,P0004,1,606.51,10,545.86
OI00001848,O0000741,P0014,1,348.45,5,331.03
OI00001849,O0000741,P0049,1,231.91,15,197.12
OI00001850,O0000742,P0007,1,902.47,0,902.47
OI00001851,O0000742,P0053,1,655.90,15,557.51
OI00001852,O0000742,P0005,1,694.42,15,590.26
OI00001853,O0000742,P0019,2,893.32,0,1786.64
OI00001854,O0000743,P0008,1,1054.76,15,896.55
OI00001855,O0000743,P0011,1,1360.30,0,1360.30
OI00001856,O0000743,P0053,2,655.90,0,1311.80
OI00001857,O0000744,P0031,1,874.24,10,786.82
OI00001858,O0000744,P0049,1,231.91,0,231.91
OI00001859,O0000744,P0057,1,1179.24,5,1120.28
OI00001860,O0000745,P0035,1,1339.16,5,1272.20
OI00001861,O0000746,P0049,1,231.91,0,231.91
OI00001862,O0000746,P0016,2,579.49,10,1043.08
OI00001863,O0000746,P0034,1,1291.40,0,1291.40
OI00001864,O0000746,P0050,1,377.06,0,377.06
OI00001865,O0000747,P0011,1,1360.30,0,1360.30
OI00001866,O0000747,P0023,1,1336.83,0,1336.83
OI00001867,O0000747,P0034,1,1291.40,0,1291.40
OI00001868,O0000747,P0051,1,451.37,0,451.37
OI00001869,O0000748,P0016,1,579.49,10,521.54
OI00001870,O0000748,P0052,1,604.83,0,604.83
OI00001871,O0000748,P0003,1,496.81,15,422.29
OI00001872,O0000748,P0025,1,266.10,15,226.19
OI00001873,O0000749,P0007,1,902.47,0,902.47
OI00001874,O0000749,P0034,1,1291.40,5,1226.83
OI00001875,O0000749,P0002,1,313.06,15,266.10
OI00001876,O0000749,P0013,1,257.07,10,231.36
OI00001877,O0000750,P0057,1,1179.24,10,1061.32
OI00001878,O0000750,P0013,1,257.07,15,218.51
OI00001879,O0000751,P0011,3,1360.30,0,4080.90
OI00001880,O0000751,P0051,1,451.37,0,451.37
OI00001881,O0000752,P0010,2,1286.45,0,2572.90
OI00001882,O0000753,P0030,1,794.06,0,794.06
OI00001883,O0000753,P0052,1,604.83,10,544.35
OI00001884,O0000754,P0056,2,1060.69,5,2015.31
OI00001885,O0000755,P0024,1,133.54,0,133.54
OI00001886,O0000755,P0042,3,785.40,0,2356.20
OI00001887,O0000755,P0038,1,362.52,15,308.14
OI00001888,O0000756,P0025,2,266.10,15,452.37
OI00001889,O0000757,P0029,1,703.99,5,668.79
OI00001890,O0000758,P0038,1,362.52,10,326.27
OI00001891,O0000758,P0056,2,1060.69,0,2121.38
OI00001892,O0000758,P0016,1,579.49,5,550.52
OI00001893,O0000758,P0033,1,1167.43,10,1050.69
OI00001894,O0000759,P0050,2,377.06,0,754.12
OI00001895,O0000760,P0030,1,794.06,15,674.95
OI00001896,O0000761,P0011,1,1360.30,0,1360.30
OI00001897,O0000761,P0025,1,266.10,0,266.10
OI00001898,O0000762,P0057,2,1179.24,15,2004.71
OI00001899,O0000762,P0027,1,488.48,0,488.48
OI00001900,O0000762,P0025,1,266.10,10,239.49
OI00001901,O0000763,P0001,3,236.92,10,639.68
OI00001902,O0000763,P0008,1,1054.76,0,1054.76
OI00001903,O0000764,P0002,1,313.06,5,297.41
OI00001904,O0000764,P0008,1,1054.76,10,949.28
OI00001905,O0000764,P0042,1,785.40,10,706.86
OI00001906,O0000764,P0055,2,931.83,0,1863.66
OI00001907,O0000765,P0051,1,451.37,0,451.37
OI00001908,O0000765,P0023,1,1336.83,10,1203.15
OI00001909,O0000765,P0035,1,1339.16,0,1339.16
OI00001910,O0000766,P0056,1,1060.69,15,901.59
OI00001911,O0000766,P0053,1,655.90,0,655.90
OI00001912,O0000767,P0023,1,1336.83,0,1336.83
OI00001913,O0000768,P0045,1,1130.26,0,1130.26
OI00001914,O0000769,P0013,1,257.07,10,231.36
OI00001915,O0000770,P0013,1,257.07,10,231.36
OI00001916,O0000771,P0029,1,703.99,10,633.59
OI00001917,O0000771,P0043,3,928.06,10,2505.76
OI00001918,O0000771,P0059,1,1368.20,15,1162.97
OI00001919,O0000771,P0031,1,874.24,0,874.24
OI00001920,O0000772,P0035,2,1339.16,0,2678.32
OI00001921,O0000772,P0042,1,785.40,0,785.40
OI00001922,O0000772,P0057,1,1179.24,0,1179.24
OI00001923,O0000773,P0033,3,1167.43,15,2976.95
OI00001924,O0000773,P0052,1,604.83,0,604.83
OI00001925,O0000774,P0044,1,987.16,0,987.16
OI00001926,O0000774,P0016,1,579.49,0,579.49
OI00001927,O0000775,P0023,1,1336.83,5,1269.99
OI00001928,O0000775,P0001,3,236.92,0,710.76
OI00001929,O0000775,P0010,2,1286.45,10,2315.61
OI00001930,O0000775,P0037,2,265.67,10,478.21
OI00001931,O0000776,P0027,1,488.48,5,464.06
OI00001932,O0000777,P0036,1,101.46,10,91.31
OI00001933,O0000777,P0018,1,839.52,10,755.57
OI00001934,O0000778,P0022,1,1282.59,0,1282.59
OI00001935,O0000778,P0012,2,148.19,5,281.56
OI00001936,O0000778,P0001,2,236.92,0,473.84
OI00001937,O0000778,P0023,1,1336.83,15,1136.31
OI00001938,O0000779,P0026,1,366.66,0,366.66
OI00001939,O0000779,P0036,1,101.46,0,101.46
OI00001940,O0000780,P0026,1,366.66,0,366.66
OI00001941,O0000780,P0007,1,902.47,10,812.22
OI00001942,O0000781,P0020,1,1044.61,5,992.38
OI00001943,O0000781,P0008,1,1054.76,5,1002.02
OI00001944,O0000781,P0001,1,236.92,5,225.07
OI00001945,O0000781,P0013,1,257.07,0,257.07
OI00001946,O0000782,P0023,1,1336.83,0,1336.83
OI00001947,O0000782,P0038,1,362.52,15,308.14
OI00001948,O0000783,P0017,1,682.56,15,580.18
OI00001949,O0000783,P0033,1,1167.43,15,992.32
OI00001950,O0000783,P0019,1,893.32,0,893.32
OI00001951,O0000784,P0060,1,102.61,5,97.48
OI00001952,O0000784,P0048,3,99.71,15,254.26
OI00001953,O0000784,P0053,1,655.90,10,590.31
OI00001954,O0000784,P0013,1,257.07,10,231.36
OI00001955,O0000785,P0010,1,1286.45,5,1222.13
OI00001956,O0000785,P0004,1,606.51,0,606.51
OI00001957,O0000785,P0024,1,133.54,0,133.54
OI00001958,O0000785,P0014,1,348.45,5,331.03
OI00001959,O0000786,P0011,1,1360.30,15,1156.25
OI00001960,O0000787,P0034,1,1291.40,10,1162.26
OI00001961,O0000787,P0040,2,595.34,0,1190.68
OI00001962,O0000787,P0050,2,377.06,0,754.12
OI00001963,O0000787,P0011,3,1360.30,5,3876.85
OI00001964,O0000788,P0050,1,377.06,5,358.21
OI00001965,O0000788,P0045,1,1130.26,0,1130.26
OI00001966,O0000788,P0055,1,931.83,0,931.83
OI00001967,O0000788,P0052,1,604.83,0,604.83
OI00001968,O0000789,P0008,2,1054.76,10,1898.57
OI00001969,O0000789,P0028,1,598.14,0,598.14
OI00001970,O0000789,P0007,1,902.47,0,902.47
OI00001971,O0000789,P0058,1,1293.33,0,1293.33
OI00001972,O0000790,P0019,1,893.32,10,803.99
OI00001973,O0000790,P0054,1,769.72,0,769.72
OI00001974,O0000791,P0045,3,1130.26,0,3390.78
OI00001975,O0000791,P0014,1,348.45,0,348.45
OI00001976,O0000791,P0002,1,313.06,15,266.10
OI00001977,O0000791,P0025,1,266.10,0,266.10
OI00001978,O0000792,P0057,1,1179.24,5,1120.28
OI00001979,O0000792,P0051,2,451.37,10,812.47
OI00001980,O0000792,P0020,1,1044.61,0,1044.61
OI00001981,O0000792,P0006,2,762.29,0,1524.58
OI00001982,O0000793,P0035,2,1339.16,15,2276.57
OI00001983,O0000793,P0050,2,377.06,0,754.12
OI00001984,O0000794,P0016,2,579.49,0,1158.98
OI00001985,O0000794,P0006,1,762.29,0,762.29
OI00001986,O0000794,P0035,1,1339.16,15,1138.29
OI00001987,O0000795,P0011,2,1360.30,0,2720.60
OI00001988,O0000795,P0026,1,366.66,5,348.33
OI00001989,O0000795,P0032,1,1037.48,0,1037.48
OI00001990,O0000796,P0054,1,769.72,5,731.23
OI00001991,O0000796,P0042,1,785.40,10,706.86
OI00001992,O0000797,P0050,1,377.06,0,377.06
OI00001993,O0000797,P0043,1,928.06,0,928.06
OI00001994,O0000797,P0015,1,427.79,0,427.79
OI00001995,O0000798,P0020,1,1044.61,15,887.92
OI00001996,O0000799,P0041,1,672.66,5,639.03
OI00001997,O0000799,P0047,1,1350.45,0,1350.45
OI00001998,O0000799,P0042,1,785.40,10,706.86
OI00001999,O0000799,P0048,1,99.71,5,94.72
OI00002000,O0000800,P0032,2,1037.48,15,1763.72
OI00002001,O0000800,P0011,1,1360.30,15,1156.25
OI00002002,O0000800,P0003,1,496.81,10,447.13
OI00002003,O0000801,P0008,1,1054.76,15,896.55
OI00002004,O0000801,P0024,1,133.54,0,133.54
OI00002005,O0000801,P0003,1,496.81,0,496.81
OI00002006,O0000802,P0025,1,266.10,5,252.80
OI00002007,O0000802,P0045,1,1130.26,0,1130.26
OI00002008,O0000802,P0019,1,893.32,0,893.32
OI00002009,O0000802,P0013,2,257.07,0,514.14
OI00002010,O0000803,P0058,1,1293.33,0,1293.33
OI00002011,O0000803,P0008,1,1054.76,5,1002.02
OI00002012,O0000803,P0001,1,236.92,0,236.92
OI00002013,O0000804,P0015,1,427.79,5,406.40
OI00002014,O0000805,P0032,1,1037.48,5,985.61
OI00002015,O0000805,P0035,1,1339.16,10,1205.24
OI00002016,O0000805,P0052,1,604.83,15,514.11
OI00002017,O0000805,P0005,1,694.42,10,624.98
OI00002018,O0000806,P0042,2,785.40,15,1335.18
OI00002019,O0000806,P0023,1,1336.83,0,1336.83
OI00002020,O0000806,P0017,1,682.56,0,682.56
OI00002021,O0000807,P0050,1,377.06,0,377.06
OI00002022,O0000807,P0044,1,987.16,10,888.44
OI00002023,O0000807,P0004,1,606.51,15,515.53
OI00002024,O0000808,P0008,3,1054.76,0,3164.28
OI00002025,O0000808,P0024,1,133.54,0,133.54
OI00002026,O0000808,P0059,1,1368.20,0,1368.20
OI00002027,O0000808,P0040,2,595.34,10,1071.61
OI00002028,O0000809,P0012,1,148.19,5,140.78
OI00002029,O0000809,P0030,1,794.06,0,794.06
OI00002030,O0000809,P0033,1,1167.43,0,1167.43
OI00002031,O0000810,P0060,1,102.61,0,102.61
OI00002032,O0000810,P0017,1,682.56,0,682.56
OI00002033,O0000810,P0023,1,1336.83,0,1336.83
OI00002034,O0000810,P0034,1,1291.40,0,1291.40
OI00002035,O0000811,P0040,1,595.34,5,565.57
OI00002036,O0000811,P0059,1,1368.20,0,1368.20
OI00002037,O0000811,P0026,1,366.66,0,366.66
OI00002038,O0000811,P0019,1,893.32,10,803.99
OI00002039,O0000812,P0052,1,604.83,0,604.83
OI00002040,O0000812,P0051,1,451.37,0,451.37
OI00002041,O0000813,P0042,2,785.40,0,1570.80
OI00002042,O0000813,P0030,3,794.06,0,2382.18
OI00002043,O0000814,P0039,1,474.61,5,450.88
OI00002044,O0000814,P0024,2,133.54,0,267.08
OI00002045,O0000815,P0024,1,133.54,0,133.54
OI00002046,O0000816,P0011,1,1360.30,10,1224.27
OI00002047,O0000816,P0060,1,102.61,0,102.61
OI00002048,O0000816,P0018,1,839.52,0,839.52
OI00002049,O0000817,P0009,1,1133.54,0,1133.54
OI00002050,O0000817,P0010,2,1286.45,0,2572.90
OI00002051,O0000817,P0019,1,893.32,0,893.32
OI00002052,O0000817,P0055,1,931.83,0,931.83
OI00002053,O0000818,P0057,2,1179.24,0,2358.48
OI00002054,O0000819,P0009,2,1133.54,0,2267.08
OI00002055,O0000819,P0011,1,1360.30,0,1360.30
OI00002056,O0000819,P0056,1,1060.69,0,1060.69
OI00002057,O0000819,P0032,1,1037.48,5,985.61
OI00002058,O0000820,P0026,1,366.66,10,329.99
OI00002059,O0000820,P0002,1,313.06,10,281.75
OI00002060,O0000820,P0041,1,672.66,10,605.39
OI00002061,O0000820,P0005,1,694.42,0,694.42
OI00002062,O0000821,P0028,1,598.14,5,568.23
OI00002063,O0000821,P0042,1,785.40,15,667.59
OI00002064,O0000822,P0008,1,1054.76,0,1054.76
OI00002065,O0000822,P0006,1,762.29,0,762.29
OI00002066,O0000822,P0021,2,1159.91,0,2319.82
OI00002067,O0000823,P0022,1,1282.59,5,1218.46
OI00002068,O0000824,P0022,1,1282.59,0,1282.59
OI00002069,O0000825,P0040,1,595.34,0,595.34
OI00002070,O0000825,P0047,1,1350.45,0,1350.45
OI00002071,O0000826,P0059,1,1368.20,0,1368.20
OI00002072,O0000826,P0009,1,1133.54,0,1133.54
OI00002073,O0000826,P0021,2,1159.91,5,2203.83
OI00002074,O0000826,P0028,2,598.14,5,1136.47
OI00002075,O0000827,P0010,1,1286.45,0,1286.45
OI00002076,O0000828,P0060,1,102.61,0,102.61
OI00002077,O0000828,P0024,3,133.54,10,360.56
OI00002078,O0000828,P0008,1,1054.76,5,1002.02
OI00002079,O0000829,P0018,1,839.52,15,713.59
OI00002080,O0000829,P0016,2,579.49,0,1158.98
OI00002081,O0000829,P0007,1,902.47,15,767.10
OI00002082,O0000829,P0052,2,604.83,15,1028.21
OI00002083,O0000830,P0022,3,1282.59,10,3462.99
OI00002084,O0000830,P0039,1,474.61,5,450.88
OI00002085,O0000830,P0033,2,1167.43,0,2334.86
OI00002086,O0000830,P0042,1,785.40,0,785.40
OI00002087,O0000831,P0047,1,1350.45,15,1147.88
OI00002088,O0000831,P0040,1,595.34,10,535.81
OI00002089,O0000832,P0025,1,266.10,15,226.19
OI00002090,O0000832,P0056,1,1060.69,10,954.62
OI00002091,O0000833,P0055,2,931.83,0,1863.66
OI00002092,O0000834,P0007,1,902.47,0,902.47
OI00002093,O0000835,P0052,2,604.83,0,1209.66
OI00002094,O0000835,P0033,2,1167.43,0,2334.86
OI00002095,O0000835,P0031,1,874.24,0,874.24
OI00002096,O0000835,P0059,2,1368.20,0,2736.40
OI00002097,O0000836,P0035,1,1339.16,0,1339.16
OI00002098,O0000836,P0054,2,769.72,0,1539.44
OI00002099,O0000837,P0022,1,1282.59,0,1282.59
OI00002100,O0000837,P0041,1,672.66,5,639.03
OI00002101,O0000837,P0015,1,427.79,15,363.62
OI00002102,O0000837,P0018,1,839.52,0,839.52
OI00002103,O0000838,P0031,1,874.24,0,874.24
OI00002104,O0000839,P0006,3,762.29,0,2286.87
OI00002105,O0000839,P0049,1,231.91,0,231.91
OI00002106,O0000840,P0020,1,1044.61,15,887.92
OI00002107,O0000841,P0056,1,1060.69,0,1060.69
OI00002108,O0000841,P0043,1,928.06,0,928.06
OI00002109,O0000842,P0029,1,703.99,15,598.39
OI00002110,O0000842,P0042,2,785.40,15,1335.18
OI00002111,O0000842,P0047,1,1350.45,0,1350.45
OI00002112,O0000842,P0007,1,902.47,0,902.47
OI00002113,O0000843,P0016,1,579.49,5,550.52
OI00002114,O0000843,P0029,2,703.99,5,1337.58
OI00002115,O0000843,P0020,2,1044.61,0,2089.22
OI00002116,O0000844,P0045,1,1130.26,0,1130.26
OI00002117,O0000844,P0044,1,987.16,10,888.44
OI00002118,O0000844,P0060,2,102.61,5,194.96
OI00002119,O0000845,P0025,3,266.10,15,678.56
OI00002120,O0000846,P0016,1,579.49,10,521.54
OI00002121,O0000846,P0010,3,1286.45,10,3473.42
OI00002122,O0000846,P0034,1,1291.40,0,1291.40
OI00002123,O0000847,P0010,1,1286.45,0,1286.45
OI00002124,O0000848,P0060,1,102.61,15,87.22
OI00002125,O0000848,P0032,1,1037.48,5,985.61
OI00002126,O0000849,P0005,1,694.42,15,590.26
OI00002127,O0000849,P0020,1,1044.61,10,940.15
OI00002128,O0000850,P0047,1,1350.45,0,1350.45
OI00002129,O0000850,P0021,3,1159.91,15,2957.77
OI00002130,O0000850,P0058,1,1293.33,0,1293.33
OI00002131,O0000851,P0052,1,604.83,0,604.83
OI00002132,O0000851,P0028,1,598.14,10,538.33
OI00002133,O0000851,P0054,1,769.72,15,654.26
OI00002134,O0000852,P0048,1,99.71,0,99.71
OI00002135,O0000852,P0027,1,488.48,0,488.48
OI00002136,O0000852,P0043,1,928.06,10,835.25
OI00002137,O0000853,P0056,1,1060.69,10,954.62
OI00002138,O0000854,P0036,1,101.46,15,86.24
OI00002139,O0000854,P0032,1,1037.48,0,1037.48
OI00002140,O0000854,P0033,1,1167.43,0,1167.43
OI00002141,O0000855,P0014,1,348.45,0,348.45
OI00002142,O0000856,P0047,1,1350.45,0,1350.45
