order_id,customer_id,order_ts,channel,status,region,payment_method,total_amount
O0000590,C00109,2026-03-24T22:19:00,partner,processing,华东,wallet,1620.92
O0000591,C00272,2026-06-16T00:11:00,mobile,processing,西南,wallet,3097.11
O0000592,C00025,2026-05-06T00:13:00,mobile,completed,华南,wallet,1310.28
O0000593,C00022,2026-02-01T03:23:00,web,completed,华南,bank_transfer,1984.56
O0000594,C00219,2025-09-30T05:46:00,store,completed,西南,wallet,3108.96
O0000595,C00212,2025-10-05T12:11:00,web,shipped,华南,wallet,2520.21
O0000596,C00171,2025-12-11T00:13:00,partner,processing,西南,bank_transfer,3919.40
O0000597,C00113,2025-09-12T05:28:00,store,completed,华北,card,91.31
O0000598,C00196,2026-05-06T16:03:00,partner,completed,华北,wallet,1621.86
O0000599,C00045,2026-04-10T17:02:00,mobile,completed,华南,bank_transfer,785.40
O0000600,C00219,2025-12-25T15:09:00,store,completed,西南,wallet,3170.00
O0000601,C00162,2026-07-02T13:50:00,web,completed,华北,card,2111.03
O0000602,C00134,2025-12-07T14:07:00,partner,completed,华北,card,2402.89
O0000603,C00209,2026-02-08T07:53:00,partner,completed,华北,bank_transfer,2834.15
O0000604,C00141,2025-08-16T10:09:00,mobile,cancelled,西南,card,0.00
O0000605,C00063,2026-03-03T23:32:00,store,completed,华北,bank_transfer,1954.01
O0000606,C00228,2025-10-27T05:56:00,partner,completed,华东,card,4796.76
O0000607,C00192,2025-08-11T03:41:00,partner,processing,西南,bank_transfer,2443.93
O0000608,C00280,2025-08-02T07:00:00,mobile,completed,华东,bank_transfer,2359.50
O0000609,C00082,2026-05-02T19:44:00,store,completed,华东,wallet,2367.19
O0000610,C00188,2026-02-22T21:43:00,mobile,completed,华东,wallet,3660.43
O0000611,C00251,2026-02-19T23:19:00,web,completed,华东,bank_transfer,5472.80
O0000612,C00265,2025-11-19T14:00:00,partner,shipped,西南,card,3078.85
O0000613,C00281,2026-07-19T03:30:00,mobile,completed,西南,bank_transfer,6087.48
O0000614,C00065,2025-10-21T20:50:00,mobile,completed,西南,card,362.52
O0000615,C00057,2026-05-17T13:47:00,web,cancelled,西南,bank_transfer,0.00
O0000616,C00139,2026-04-01T04:06:00,store,completed,华北,card,2193.20
O0000617,C00145,2026-04-15T10:49:00,partner,completed,东北,bank_transfer,406.23
O0000618,C00229,2026-02-17T03:25:00,partner,completed,华南,card,5006.64
O0000619,C00222,2026-01-30T19:51:00,mobile,completed,华北,card,937.80
O0000620,C00145,2025-11-18T23:06:00,store,shipped,东北,card,1645.72
O0000621,C00118,2025-10-11T02:05:00,store,completed,华南,wallet,1345.32
O0000622,C00248,2025-10-19T15:47:00,mobile,shipped,华北,bank_transfer,5032.89
O0000623,C00058,2025-08-09T13:12:00,store,processing,东北,bank_transfer,3858.03
O0000624,C00053,2026-01-09T22:51:00,store,completed,西南,card,348.45
O0000625,C00175,2025-08-08T17:11:00,store,completed,西南,card,180.97
O0000626,C00119,2026-02-19T11:24:00,mobile,completed,华北,wallet,1646.29
O0000627,C00231,2026-02-28T17:16:00,web,completed,华北,card,4041.39
O0000628,C00174,2025-11-04T00:41:00,store,completed,华北,card,102.61
O0000629,C00026,2025-12-03T19:05:00,mobile,completed,华东,card,101.46
O0000630,C00002,2025-11-24T10:39:00,web,completed,华北,bank_transfer,4342.69
O0000631,C00299,2026-05-04T13:18:00,store,completed,华北,wallet,1519.94
O0000632,C00169,2025-08-19T17:58:00,store,shipped,华东,wallet,2124.68
O0000633,C00214,2026-05-28T03:12:00,mobile,completed,华南,card,4343.57
O0000634,C00057,2026-01-03T10:09:00,mobile,processing,西南,card,2970.08
O0000635,C00032,2025-08-05T21:30:00,partner,completed,东北,wallet,2649.87
O0000636,C00094,2025-12-02T19:43:00,partner,completed,华南,bank_transfer,5197.22
O0000637,C00206,2026-04-12T02:36:00,mobile,completed,西南,wallet,1307.54
O0000638,C00157,2026-05-13T07:04:00,partner,completed,华东,bank_transfer,4532.70
O0000639,C00022,2026-01-28T21:03:00,web,completed,华南,card,1829.48
O0000640,C00024,2026-04-15T03:59:00,mobile,completed,华北,card,8814.55
O0000641,C00012,2025-12-24T00:13:00,store,completed,西南,wallet,3972.55
O0000642,C00204,2026-01-25T21:25:00,web,completed,华东,wallet,4475.59
O0000643,C00139,2026-02-26T00:17:00,mobile,completed,华北,wallet,2366.30
O0000644,C00020,2026-03-30T18:48:00,store,completed,西南,bank_transfer,3274.43
O0000645,C00185,2026-03-04T16:36:00,web,processing,西南,card,2032.73
O0000646,C00286,2026-02-27T01:16:00,web,shipped,华南,bank_transfer,1757.61
O0000647,C00078,2026-03-14T14:40:00,web,completed,东北,wallet,2237.86
O0000648,C00050,2026-06-24T15:38:00,store,completed,华北,card,2356.20
O0000649,C00039,2026-02-07T13:50:00,web,completed,东北,card,2731.80
O0000650,C00038,2026-06-01T22:30:00,store,completed,华南,card,2909.35
O0000651,C00161,2025-11-13T12:16:00,mobile,completed,华北,card,4830.31
O0000652,C00173,2026-06-03T10:41:00,web,cancelled,西南,bank_transfer,0.00
O0000653,C00065,2025-12-21T02:49:00,mobile,completed,西南,card,703.99
O0000654,C00254,2026-02-02T05:11:00,store,completed,华南,wallet,3562.24
O0000655,C00142,2025-08-15T21:16:00,web,completed,华南,card,1640.15
O0000656,C00169,2025-11-05T02:31:00,partner,completed,华东,wallet,3595.73
O0000657,C00289,2026-04-25T14:39:00,mobile,completed,华北,bank_transfer,4556.94
O0000658,C00212,2025-09-21T11:52:00,store,shipped,华南,card,505.94
O0000659,C00168,2025-12-20T03:52:00,mobile,completed,东北,wallet,5690.36
O0000660,C00228,2025-12-30T13:42:00,partner,completed,华东,bank_transfer,1936.23
O0000661,C00059,2026-07-02T06:05:00,partner,completed,华东,bank_transfer,2630.56
O0000662,C00168,2026-03-30T05:38:00,mobile,completed,东北,wallet,954.62
O0000663,C00282,2026-01-22T01:35:00,store,shipped,华北,wallet,3814.91
O0000664,C00197,2025-09-29T23:39:00,mobile,completed,西南,bank_transfer,1021.73
O0000665,C00222,2026-03-08T05:29:00,web,cancelled,华北,bank_transfer,0.00
O0000666,C00220,2025-10-15T23:11:00,store,completed,华南,wallet,672.66
O0000667,C00230,2025-11-07T07:49:00,partner,completed,西南,bank_transfer,2430.90
O0000668,C00020,2025-12-02T18:02:00,mobile,completed,西南,bank_transfer,2334.66
O0000669,C00072,2025-10-17T02:20:00,web,completed,华东,card,2218.07
O0000670,C00045,2025-12-14T21:07:00,partner,completed,华南,bank_transfer,1185.33
O0000671,C00040,2026-05-27T12:54:00,store,completed,东北,card,2414.24
O0000672,C00196,2026-04-29T23:37:00,web,completed,华北,wallet,8597.59
O0000673,C00297,2026-02-15T10:46:00,partner,completed,华东,card,3222.16
O0000674,C00236,2025-08-17T08:40:00,store,completed,华东,card,4071.50
O0000675,C00053,2026-03-16T21:22:00,store,completed,西南,card,2035.43
O0000676,C00261,2026-02-25T15:41:00,web,completed,华北,wallet,2884.48
O0000677,C00200,2025-08-23T11:46:00,web,completed,华南,bank_transfer,148.19
O0000678,C00212,2025-09-13T00:03:00,store,completed,华南,card,3247.35
O0000679,C00248,2026-02-02T22:52:00,store,completed,华北,wallet,5036.39
O0000680,C00118,2026-04-08T10:22:00,web,completed,华南,bank_transfer,2388.94
O0000681,C00112,2025-10-24T00:06:00,partner,completed,华北,bank_transfer,2431.89
O0000682,C00138,2026-06-18T12:21:00,web,completed,东北,card,1205.46
O0000683,C00217,2026-07-28T01:26:00,web,completed,东北,bank_transfer,694.42
O0000684,C00036,2026-06-01T18:15:00,web,completed,华北,wallet,4810.14
O0000685,C00168,2026-03-01T16:29:00,mobile,cancelled,东北,wallet,0.00
O0000686,C00266,2026-05-06T17:09:00,store,completed,华北,bank_transfer,2459.94
O0000687,C00217,2026-02-15T05:37:00,web,shipped,东北,card,2079.86
O0000688,C00066,2026-01-05T17:15:00,store,completed,西南,wallet,1020.19
O0000689,C00233,2026-03-18T01:55:00,partner,completed,华东,bank_transfer,1226.83
O0000690,C00057,2026-06-02T18:12:00,partner,completed,西南,bank_transfer,1391.65
O0000691,C00061,2026-02-08T22:24:00,web,completed,华东,wallet,1281.73
O0000692,C00181,2026-03-10T19:20:00,partner,completed,华南,bank_transfer,2026.73
O0000693,C00199,2026-07-13T22:21:00,web,completed,华南,wallet,3232.67
O0000694,C00063,2025-12-03T23:22:00,mobile,completed,华北,bank_transfer,1133.54
O0000695,C00132,2025-10-07T01:03:00,mobile,completed,东北,wallet,1510.66
O0000696,C00273,2026-06-25T13:07:00,mobile,processing,华东,bank_transfer,4130.14
O0000697,C00222,2026-02-17T14:32:00,store,completed,华北,card,1706.47
O0000698,C00042,2026-07-09T12:06:00,store,completed,华北,wallet,96.39
O0000699,C00123,2026-02-08T22:49:00,partner,processing,华东,wallet,5154.45
O0000700,C00032,2026-02-07T14:13:00,web,completed,东北,card,3537.72
O0000701,C00037,2026-01-22T18:25:00,mobile,completed,华东,card,1887.75
O0000702,C00298,2026-06-15T11:01:00,store,completed,华东,bank_transfer,1145.44
O0000703,C00006,2025-12-07T08:02:00,web,completed,华南,card,2327.72
O0000704,C00299,2025-10-10T23:34:00,web,completed,华北,wallet,2303.97
O0000705,C00183,2025-10-15T03:15:00,partner,completed,华南,card,2789.26
O0000706,C00137,2025-11-11T20:50:00,store,completed,华北,bank_transfer,709.06
O0000707,C00089,2025-08-02T11:06:00,partner,completed,西南,bank_transfer,3605.86
O0000708,C00208,2026-01-01T11:01:00,mobile,completed,西南,card,1282.93
O0000709,C00283,2026-03-26T21:20:00,store,completed,华东,bank_transfer,1595.62
O0000710,C00080,2025-11-16T21:47:00,partner,completed,华南,bank_transfer,2998.68
O0000711,C00237,2026-03-24T21:24:00,partner,completed,华北,card,2086.96
O0000712,C00126,2026-06-18T17:22:00,partner,completed,西南,wallet,2649.18
O0000713,C00096,2025-11-07T00:12:00,partner,completed,西南,card,3620.28
O0000714,C00271,2026-07-13T01:20:00,store,completed,东北,card,672.66
O0000715,C00175,2025-09-15T19:07:00,partner,completed,西南,bank_transfer,311.66
O0000716,C00210,2026-05-15T09:05:00,partner,completed,西南,wallet,488.48
O0000717,C00027,2025-08-16T06:13:00,partner,cancelled,华南,wallet,0.00
O0000718,C00159,2026-05-18T13:16:00,partner,completed,西南,wallet,6915.14
O0000719,C00093,2025-12-14T03:51:00,web,completed,华南,bank_transfer,595.34
O0000720,C00052,2026-04-27T20:30:00,web,completed,华北,card,1990.44
O0000721,C00025,2026-05-24T09:16:00,partner,completed,华南,bank_transfer,348.45
O0000722,C00117,2025-08-11T21:55:00,web,completed,华东,card,1584.11
O0000723,C00270,2025-12-15T23:31:00,web,completed,华南,bank_transfer,724.55
O0000724,C00084,2025-11-30T07:35:00,mobile,completed,华北,bank_transfer,872.08
O0000725,C00266,2026-06-23T21:39:00,store,completed,华北,bank_transfer,3644.73
O0000726,C00018,2026-04-29T13:36:00,store,cancelled,华东,wallet,0.00
O0000727,C00137,2026-01-20T20:01:00,mobile,completed,华北,wallet,2388.53
O0000728,C00257,2026-05-24T19:33:00,partner,completed,华东,card,1143.52
O0000729,C00200,2026-01-04T10:46:00,mobile,completed,华南,bank_transfer,3951.68
O0000730,C00016,2025-11-04T14:52:00,partner,processing,华北,card,1524.58
O0000731,C00175,2025-12-17T17:16:00,partner,completed,西南,wallet,2861.41
O0000732,C00038,2025-10-27T22:36:00,store,completed,华南,card,1977.53
O0000733,C00009,2025-12-25T19:04:00,partner,processing,西南,wallet,3164.88
O0000734,C00251,2025-12-31T06:31:00,mobile,completed,华东,card,9012.14
O0000735,C00161,2025-08-16T03:36:00,partner,shipped,华北,card,427.79
O0000736,C00081,2025-12-30T09:45:00,mobile,processing,华北,wallet,1654.33
O0000737,C00164,2025-11-27T18:38:00,web,completed,东北,bank_transfer,2539.18
O0000738,C00155,2026-02-04T18:22:00,store,completed,华东,card,2441.03
O0000739,C00085,2025-10-17T04:44:00,store,processing,东北,bank_transfer,3455.46
O0000740,C00139,2025-09-28T04:18:00,store,completed,华北,wallet,1451.99
O0000741,C00031,2026-06-29T21:26:00,store,completed,西南,card,2111.49
O0000742,C00246,2026-06-04T22:00:00,store,completed,华东,card,3836.88
O0000743,C00285,2026-02-27T22:00:00,web,completed,西南,bank_transfer,3568.65
O0000744,C00295,2026-05-07T05:18:00,store,completed,华南,card,2139.00
O0000745,C00197,2026-05-04T17:00:00,store,shipped,西南,card,1272.20
O0000746,C00031,2026-05-30T17:38:00,store,shipped,西南,card,2943.45
O0000747,C00287,2025-11-17T06:17:00,store,completed,华北,wallet,4439.90
O0000748,C00188,2025-08-10T06:56:00,web,completed,华东,bank_transfer,1774.84
O0000749,C00271,2025-12-07T22:24:00,store,completed,东北,wallet,2626.76
O0000750,C00217,2026-06-16T18:52:00,store,completed,东北,wallet,1279.83
O0000751,C00103,2025-08-23T06:24:00,web,completed,东北,wallet,4532.27
O0000752,C00243,2025-08-09T02:54:00,store,completed,西南,card,2572.90
O0000753,C00046,2026-03-08T00:33:00,mobile,completed,华北,card,1338.41
O0000754,C00239,2026-04-10T11:00:00,partner,completed,华北,card,2015.31
O0000755,C00088,2026-06-15T02:55:00,partner,shipped,华南,card,2797.88
O0000756,C00246,2026-05-17T20:30:00,partner,completed,华东,bank_transfer,452.37
O0000757,C00155,2026-05-30T06:26:00,mobile,completed,华东,wallet,668.79
O0000758,C00222,2025-09-03T23:34:00,store,processing,华北,card,4048.85
O0000759,C00132,2025-10-16T23:36:00,mobile,completed,东北,bank_transfer,754.12
O0000760,C00124,2026-04-23T12:07:00,mobile,completed,东北,wallet,674.95
O0000761,C00022,2026-03-16T02:53:00,partner,cancelled,华南,wallet,0.00
O0000762,C00039,2025-12-19T10:47:00,partner,completed,东北,card,2732.68
O0000763,C00071,2025-08-29T23:51:00,web,completed,东北,bank_transfer,1694.44
O0000764,C00095,2025-11-10T09:28:00,partner,completed,华北,bank_transfer,3817.21
O0000765,C00189,2026-03-19T13:33:00,partner,completed,西南,wallet,2993.68
O0000766,C00278,2025-10-19T10:58:00,mobile,completed,华南,wallet,1557.49
O0000767,C00112,2026-04-04T01:20:00,store,shipped,华北,wallet,1336.83
O0000768,C00204,2025-11-02T21:14:00,partner,shipped,华东,card,1130.26
O0000769,C00054,2026-05-31T06:10:00,partner,completed,东北,card,231.36
O0000770,C00280,2025-11-22T14:32:00,partner,shipped,华东,card,231.36
O0000771,C00018,2026-01-09T19:58:00,web,completed,华东,bank_transfer,5176.56
O0000772,C00088,2026-03-10T08:39:00,store,completed,华南,card,4642.96
O0000773,C00190,2026-01-15T10:09:00,partner,shipped,华南,card,3581.78
O0000774,C00087,2025-09-05T20:36:00,partner,processing,华北,bank_transfer,1566.65
O0000775,C00231,2025-11-25T20:03:00,store,completed,华北,wallet,4774.56
O0000776,C00181,2026-03-15T22:32:00,partner,processing,华南,wallet,464.06
O0000777,C00106,2026-07-17T04:46:00,web,completed,华东,card,846.88
O0000778,C00165,2025-12-17T07:41:00,partner,completed,西南,bank_transfer,3174.30
O0000779,C00166,2026-07-25T11:12:00,web,shipped,东北,card,468.12
O0000780,C00151,2025-11-28T16:54:00,web,completed,华东,wallet,1178.88
O0000781,C00106,2026-01-09T14:17:00,mobile,completed,华东,card,2476.55
O0000782,C00191,2026-04-06T16:40:00,web,completed,华东,card,1644.97
O0000783,C00280,2025-11-28T15:55:00,mobile,shipped,华东,bank_transfer,2465.81
O0000784,C00175,2025-11-12T20:11:00,mobile,completed,西南,bank_transfer,1173.41
O0000785,C00058,2026-06-06T12:33:00,partner,completed,东北,card,2293.20
O0000786,C00145,2026-01-11T16:02:00,store,completed,东北,wallet,1156.25
O0000787,C00112,2025-09-27T13:49:00,partner,processing,华北,bank_transfer,6983.91
O0000788,C00172,2026-06-03T17:30:00,web,completed,西南,wallet,3025.13
O0000789,C00173,2026-03-09T07:19:00,partner,completed,西南,bank_transfer,4692.51
O0000790,C00076,2026-06-20T15:04:00,partner,completed,华南,wallet,1573.71
O0000791,C00269,2026-07-10T17:12:00,partner,completed,东北,bank_transfer,4271.43
O0000792,C00289,2025-11-07T04:24:00,mobile,completed,华北,wallet,4501.93
O0000793,C00278,2025-08-23T12:57:00,store,completed,华南,bank_transfer,3030.69
O0000794,C00054,2026-07-26T02:22:00,mobile,completed,东北,bank_transfer,3059.56
O0000795,C00076,2026-04-11T08:29:00,mobile,completed,华南,bank_transfer,4106.41
O0000796,C00262,2026-01-26T03:10:00,web,completed,华北,bank_transfer,1438.09
O0000797,C00071,2025-12-06T11:33:00,web,shipped,东北,card,1732.91
O0000798,C00078,2026-03-24T01:00:00,mobile,completed,东北,bank_transfer,887.92
O0000799,C00107,2025-08-25T13:49:00,partner,completed,华北,wallet,2791.06
O0000800,C00285,2026-07-09T23:39:00,store,completed,西南,wallet,3367.10
O0000801,C00265,2026-07-29T02:34:00,partner,completed,西南,card,1526.90
O0000802,C00045,2026-01-23T11:50:00,partner,completed,华南,bank_transfer,2790.51
O0000803,C00089,2026-05-15T10:19:00,store,completed,西南,card,2532.27
O0000804,C00160,2026-03-19T06:25:00,store,completed,西南,wallet,406.40
O0000805,C00210,2026-01-09T17:39:00,mobile,cancelled,西南,card,0.00
O0000806,C00185,2026-04-21T08:37:00,web,completed,西南,bank_transfer,3354.57
O0000807,C00005,2025-09-02T11:32:00,partner,completed,华南,wallet,1781.04
O0000808,C00165,2025-08-28T13:53:00,store,completed,西南,card,5737.63
O0000809,C00166,2026-06-22T10:35:00,web,completed,东北,bank_transfer,2102.27
O0000810,C00209,2026-07-09T04:13:00,store,completed,华北,card,3413.40
O0000811,C00208,2025-12-01T19:35:00,partner,completed,西南,bank_transfer,3104.42
O0000812,C00140,2026-06-07T07:58:00,store,completed,东北,wallet,1056.20
O0000813,C00123,2026-05-18T09:55:00,store,completed,华东,bank_transfer,3952.98
O0000814,C00260,2026-06-01T16:07:00,web,completed,西南,bank_transfer,717.96
O0000815,C00060,2026-01-19T18:17:00,store,completed,西南,card,133.54
O0000816,C00034,2026-03-07T21:17:00,mobile,cancelled,华东,wallet,0.00
O0000817,C00180,2026-02-12T05:42:00,partner,completed,东北,bank_transfer,5531.59
O0000818,C00055,2025-11-26T00:24:00,partner,completed,东北,wallet,2358.48
O0000819,C00296,2025-10-12T08:30:00,partner,completed,西南,wallet,5673.68
O0000820,C00247,2026-04-04T12:25:00,mobile,completed,华北,wallet,1911.56
O0000821,C00274,2026-04-07T06:42:00,partner,completed,西南,bank_transfer,1235.82
O0000822,C00249,2026-01-16T15:43:00,web,shipped,华东,wallet,4136.87
O0000823,C00299,2026-02-02T21:29:00,web,completed,华北,card,1218.46
O0000824,C00258,2026-05-12T02:12:00,store,completed,华南,wallet,1282.59
O0000825,C00093,2025-11-02T19:29:00,store,completed,华南,card,1945.79
O0000826,C00101,2025-10-07T13:32:00,partner,processing,华东,wallet,5842.03
O0000827,C00159,2026-07-10T16:46:00,web,completed,西南,bank_transfer,1286.45
O0000828,C00251,2026-07-04T07:27:00,mobile,completed,华东,card,1465.19
O0000829,C00232,2025-11-20T05:59:00,partner,completed,东北,card,3667.88
O0000830,C00150,2025-10-01T15:35:00,mobile,completed,西南,card,7034.13
O0000831,C00224,2026-06-11T03:32:00,mobile,shipped,华北,wallet,1683.69
O0000832,C00023,2026-04-15T21:30:00,mobile,completed,华东,bank_transfer,1180.81
O0000833,C00257,2025-10-18T20:03:00,web,completed,华东,card,1863.66
O0000834,C00105,2025-08-27T14:08:00,partner,completed,东北,bank_transfer,902.47
O0000835,C00225,2025-09-19T15:51:00,web,completed,华东,bank_transfer,7155.16
O0000836,C00235,2026-07-19T19:53:00,web,completed,华北,wallet,2878.60
O0000837,C00149,2025-10-04T08:33:00,mobile,completed,华北,card,3124.76
O0000838,C00005,2026-05-14T19:22:00,mobile,processing,华南,wallet,874.24
O0000839,C00285,2025-08-17T10:05:00,partner,completed,西南,bank_transfer,2518.78
O0000840,C00232,2025-10-25T01:01:00,mobile,completed,东北,card,887.92
O0000841,C00261,2026-05-08T20:52:00,web,completed,华北,bank_transfer,1988.75
O0000842,C00099,2025-10-05T22:28:00,store,completed,西南,wallet,4186.49
O0000843,C00150,2026-01-29T05:18:00,partner,completed,西南,wallet,3977.32
O0000844,C00220,2026-04-19T06:18:00,web,completed,华南,bank_transfer,2213.66
O0000845,C00029,2026-07-21T00:11:00,store,completed,西南,card,678.56
O0000846,C00101,2025-12-24T06:22:00,partner,completed,华东,wallet,5286.36
O0000847,C00135,2025-09-28T14:08:00,store,completed,东北,bank_transfer,1286.45
O0000848,C00069,2026-07-14T00:28:00,mobile,completed,华北,bank_transfer,1072.82
O0000849,C00178,2026-02-09T19:45:00,store,completed,华北,wallet,1530.41
O0000850,C00171,2025-09-16T05:13:00,web,completed,西南,bank_transfer,5601.55
O0000851,C00044,2026-05-26T18:56:00,web,completed,华东,bank_transfer,1797.42
O0000852,C00197,2025-11-22T02:27:00,web,completed,西南,card,1423.44
O0000853,C00224,2026-04-04T03:05:00,partner,completed,华北,wallet,954.62
O0000854,C00281,2025-10-04T05:08:00,mobile,processing,西南,card,2291.15
O0000855,C00153,2025-08-01T21:30:00,partner,completed,西南,card,348.45
O0000856,C00117,2026-03-18T03:50:00,web,completed,华东,bank_transfer,2543.71
O0000857,C00119,2025-09-11T21:58:00,store,completed,华北,bank_transfer,2399.07
O0000858,C00012,2026-06-27T23:00:00,web,completed,西南,wallet,769.72
O0000859,C00238,2026-02-18T08:09:00,mobile,completed,华东,card,1432.30
O0000860,C00254,2026-06-07T17:19:00,partner,completed,华南,wallet,1626.40
O0000861,C00090,2025-09-28T20:34:00,web,processing,东北,wallet,5059.83
O0000862,C00165,2026-05-09T14:49:00,store,completed,西南,wallet,2424.77
O0000863,C00186,2026-07-09T16:01:00,partner,completed,西南,card,2871.44
O0000864,C00108,2026-05-28T00:42:00,web,completed,华南,bank_transfer,3032.91
O0000865,C00212,2026-07-29T21:41:00,web,completed,华南,card,3721.95
O0000866,C00227,2026-03-12T20:02:00,partner,cancelled,西南,bank_transfer,0.00
O0000867,C00197,2026-03-14T11:13:00,web,completed,西南,card,4283.68
O0000868,C00174,2026-01-22T08:34:00,mobile,completed,华北,card,1147.27
O0000869,C00214,2026-07-22T12:32:00,partner,completed,华南,card,1306.45
O0000870,C00283,2026-07-22T15:16:00,web,completed,华东,wallet,1073.75
O0000871,C00256,2025-10-28T06:34:00,web,completed,西南,card,1350.45
O0000872,C00244,2025-10-24T06:08:00,web,completed,华东,bank_transfer,1099.33
O0000873,C00279,2025-08-31T06:17:00,partner,completed,西南,card,2386.92
O0000874,C00166,2025-08-10T19:12:00,mobile,completed,东北,wallet,1048.48
O0000875,C00176,2026-04-22T03:00:00,partner,completed,西南,card,3223.40
O0000876,C00242,2026-02-25T08:20:00,web,shipped,东北,card,4550.57
O0000877,C00095,2026-01-29T03:17:00,store,completed,华北,bank_transfer,4096.09
O0000878,C00004,2025-09-07T14:43:00,store,completed,西南,wallet,5211.42
O0000879,C00286,2026-02-26T19:11:00,store,completed,华南,wallet,2625.28
O0000880,C00179,2026-01-12T11:33:00,store,completed,西南,card,850.21
O0000881,C00144,2026-02-28T08:09:00,web,completed,西南,card,4187.70
O0000882,C00185,2026-02-28T18:09:00,mobile,completed,西南,wallet,2366.03
O0000883,C00069,2025-10-18T18:32:00,web,completed,华北,wallet,1449.60
O0000884,C00091,2025-12-03T14:41:00,mobile,completed,东北,card,1411.15
O0000885,C00090,2026-02-15T18:11:00,mobile,cancelled,东北,card,0.00
O0000886,C00291,2026-02-07T15:27:00,store,completed,东北,wallet,483.32
O0000887,C00269,2026-04-03T09:58:00,partner,completed,东北,wallet,4122.22
O0000888,C00187,2025-09-16T00:12:00,partner,completed,西南,bank_transfer,1786.64
O0000889,C00095,2026-03-05T15:39:00,mobile,completed,华北,bank_transfer,3527.79
O0000890,C00117,2026-04-26T04:12:00,web,completed,华东,bank_transfer,1930.86
O0000891,C00130,2026-06-25T14:57:00,store,completed,华北,bank_transfer,1130.26
O0000892,C00063,2026-07-26T21:30:00,web,shipped,华北,bank_transfer,2277.71
O0000893,C00272,2026-02-26T13:32:00,web,completed,西南,bank_transfer,2866.05
O0000894,C00064,2026-04-12T17:59:00,partner,completed,西南,bank_transfer,1727.17
O0000895,C00096,2025-10-20T03:29:00,store,completed,西南,wallet,3712.92
O0000896,C00124,2025-12-08T20:17:00,partner,completed,东北,bank_transfer,422.29
O0000897,C00187,2026-03-19T22:50:00,store,completed,西南,wallet,4889.38
O0000898,C00028,2025-11-08T13:43:00,mobile,completed,东北,card,3060.82
O0000899,C00265,2026-01-20T05:31:00,partner,completed,西南,bank_transfer,252.80
O0000900,C00152,2025-08-12T15:47:00,mobile,completed,华北,wallet,1651.87
O0000901,C00217,2026-06-18T03:21:00,web,completed,东北,bank_transfer,1804.33
O0000902,C00143,2026-02-28T15:05:00,partner,completed,西南,wallet,3361.47
O0000903,C00298,2026-06-14T11:21:00,web,completed,华东,wallet,1022.56
O0000904,C00287,2026-03-05T02:46:00,store,completed,华北,bank_transfer,231.91
O0000905,C00077,2025-08-15T04:00:00,store,completed,东北,wallet,1368.80
O0000906,C00054,2026-07-12T13:31:00,mobile,completed,东北,wallet,1416.14
O0000907,C00202,2025-10-06T16:48:00,store,processing,东北,wallet,5348.64
O0000908,C00071,2025-12-23T16:53:00,web,shipped,东北,bank_transfer,231.36
O0000909,C00281,2026-02-17T18:59:00,mobile,completed,西南,wallet,1087.56
O0000910,C00201,2026-07-27T11:49:00,mobile,completed,西南,wallet,954.62
O0000911,C00111,2026-01-24T00:01:00,mobile,shipped,东北,wallet,197.12
O0000912,C00119,2025-09-19T03:25:00,mobile,completed,华北,bank_transfer,3644.56
O0000913,C00017,2026-03-28T13:59:00,mobile,completed,东北,card,1284.11
O0000914,C00234,2026-07-01T01:23:00,mobile,processing,华南,card,941.26
O0000915,C00008,2025-11-30T08:43:00,partner,completed,东北,card,6398.68
O0000916,C00150,2026-01-21T21:41:00,web,completed,西南,bank_transfer,1039.27
O0000917,C00066,2025-10-16T13:23:00,store,completed,西南,card,940.15
O0000918,C00227,2026-03-17T00:57:00,mobile,completed,西南,card,1633.12
O0000919,C00248,2025-11-04T17:04:00,partner,completed,华北,wallet,1162.26
O0000920,C00290,2025-11-16T08:17:00,mobile,completed,华北,card,2977.67
O0000921,C00246,2026-07-07T05:14:00,mobile,shipped,华东,bank_transfer,3375.62
O0000922,C00071,2026-02-14T18:10:00,mobile,completed,东北,wallet,2122.01
O0000923,C00210,2025-11-03T20:34:00,partner,completed,西南,wallet,2746.10
O0000924,C00109,2026-02-12T00:00:00,web,completed,华东,bank_transfer,1946.28
O0000925,C00011,2026-01-15T20:45:00,mobile,completed,东北,bank_transfer,2088.20
O0000926,C00264,2025-10-16T04:26:00,web,completed,华南,wallet,3343.35
O0000927,C00170,2025-11-30T12:14:00,web,completed,华南,bank_transfer,1525.26
O0000928,C00016,2026-01-15T22:31:00,store,processing,华北,wallet,1234.41
O0000929,C00118,2026-02-13T23:54:00,store,completed,华南,card,654.26
O0000930,C00159,2026-04-21T23:42:00,partner,completed,西南,card,2375.50
O0000931,C00094,2025-09-22T01:31:00,partner,completed,华南,bank_transfer,4218.67
O0000932,C00156,2026-03-06T22:42:00,store,completed,华东,card,3037.94
O0000933,C00239,2026-03-03T02:19:00,mobile,completed,华北,card,2659.86
O0000934,C00085,2026-03-26T14:56:00,mobile,completed,东北,card,3430.29
O0000935,C00239,2026-01-13T09:30:00,store,completed,华北,wallet,2932.85
O0000936,C00292,2026-07-05T14:41:00,mobile,completed,西南,bank_transfer,2039.24
O0000937,C00199,2025-11-28T05:20:00,web,processing,华南,bank_transfer,4645.20
O0000938,C00156,2026-01-30T12:29:00,mobile,completed,华东,wallet,84.75
