instance_id,observed_ts,cpu_pct,memory_pct,qps,p95_latency_ms,active_connections,lock_waits,error_rate
DB002,2026-08-03T15:00:00,37.81,50.79,830.03,40.93,39,3,0.01769
DB002,2026-08-03T15:15:00,26.31,51.54,803.22,15.21,26,0,0.01608
DB002,2026-08-03T15:30:00,34.35,60.88,891.05,27.82,42,2,0.00551
DB002,2026-08-03T15:45:00,28.00,62.91,1072.73,39.81,74,0,0.00009
DB002,2026-08-03T16:00:00,33.04,58.82,981.81,29.99,66,3,0.00759
DB002,2026-08-03T16:15:00,33.88,59.86,970.80,24.46,60,0,0.01299
DB002,2026-08-03T16:30:00,27.79,48.44,1002.06,36.59,42,3,0.00565
DB002,2026-08-03T16:45:00,24.88,58.16,784.71,49.53,80,0,0.00999
DB002,2026-08-03T17:00:00,33.79,52.91,1015.18,10.63,68,2,0.00411
DB002,2026-08-03T17:15:00,35.39,48.32,824.75,36.53,31,3,0.00153
DB002,2026-08-03T17:30:00,34.06,49.52,932.31,38.87,40,2,0.01613
DB002,2026-08-03T17:45:00,33.80,59.88,1020.49,14.74,51,0,0.01743
DB002,2026-08-03T18:00:00,27.64,53.14,799.49,19.06,82,0,0.00742
DB002,2026-08-03T18:15:00,28.83,54.29,830.70,36.19,88,3,0.01203
DB002,2026-08-03T18:30:00,33.37,63.85,811.52,25.79,73,2,0.01359
DB002,2026-08-03T18:45:00,35.85,62.61,900.81,42.52,74,0,0.01018
DB002,2026-08-03T19:00:00,35.05,59.56,1049.31,32.96,24,1,0.00088
DB002,2026-08-03T19:15:00,35.06,56.95,1053.86,20.01,52,2,0.00914
DB002,2026-08-03T19:30:00,28.62,51.97,963.49,28.42,82,2,0.01509
DB002,2026-08-03T19:45:00,36.52,46.54,804.18,23.51,44,0,0.01530
DB002,2026-08-03T20:00:00,31.32,61.56,943.55,14.76,24,1,0.01269
DB002,2026-08-03T20:15:00,35.25,53.72,1004.25,34.21,56,3,0.01698
DB002,2026-08-03T20:30:00,29.75,54.05,817.91,25.86,76,3,0.00907
DB002,2026-08-03T20:45:00,26.29,50.28,822.17,18.48,81,3,0.01324
DB002,2026-08-03T21:00:00,24.93,52.03,1020.06,47.54,88,3,0.00730
DB002,2026-08-03T21:15:00,33.25,51.58,786.63,47.02,78,0,0.00033
DB002,2026-08-03T21:30:00,37.20,59.24,998.08,28.48,80,1,0.00120
DB002,2026-08-03T21:45:00,30.78,47.84,1027.37,24.34,69,0,0.00132
DB002,2026-08-03T22:00:00,20.60,64.75,415.39,13.41,75,2,0.01548
DB002,2026-08-03T22:15:00,12.28,56.80,518.79,21.43,40,1,0.01046
DB002,2026-08-03T22:30:00,16.62,48.30,389.41,16.20,49,0,0.00716
DB002,2026-08-03T22:45:00,15.07,55.89,459.65,9.76,49,3,0.01602
DB002,2026-08-03T23:00:00,14.06,51.75,415.82,24.03,45,2,0.00959
DB002,2026-08-03T23:15:00,12.19,56.15,479.50,10.58,72,0,0.01798
DB002,2026-08-03T23:30:00,20.26,63.42,437.77,9.04,29,3,0.01427
DB002,2026-08-03T23:45:00,20.36,54.68,434.39,29.68,36,2,0.01678
DB002,2026-08-04T00:00:00,12.53,46.40,421.85,7.50,36,3,0.01500
DB002,2026-08-04T00:15:00,15.44,51.63,533.93,6.46,32,2,0.00021
DB002,2026-08-04T00:30:00,13.13,66.27,397.12,26.65,40,1,0.01799
DB002,2026-08-04T00:45:00,18.95,59.29,526.61,16.15,36,3,0.01421
DB002,2026-08-04T01:00:00,16.93,65.03,477.61,22.67,48,0,0.01326
DB002,2026-08-04T01:15:00,15.76,58.37,539.41,9.08,74,2,0.00927
DB002,2026-08-04T01:30:00,16.18,44.56,504.54,22.88,46,3,0.01309
DB002,2026-08-04T01:45:00,16.02,51.83,506.40,15.39,42,2,0.00060
DB002,2026-08-04T02:00:00,17.93,56.11,514.32,9.99,59,2,0.01553
DB002,2026-08-04T02:15:00,13.45,55.98,504.09,9.77,19,0,0.01683
DB002,2026-08-04T02:30:00,18.56,59.89,494.44,21.85,37,2,0.00929
DB002,2026-08-04T02:45:00,13.19,50.16,401.34,17.57,64,3,0.00336
DB002,2026-08-04T03:00:00,9.41,57.22,496.17,28.13,90,1,0.00681
DB002,2026-08-04T03:15:00,19.43,50.07,416.49,28.02,62,2,0.00143
DB002,2026-08-04T03:30:00,12.16,46.44,410.29,12.65,51,1,0.01515
DB002,2026-08-04T03:45:00,19.55,62.53,452.12,13.03,34,1,0.00645
DB002,2026-08-04T04:00:00,14.59,54.19,450.19,10.21,83,3,0.01292
DB002,2026-08-04T04:15:00,20.33,63.96,402.25,16.67,37,1,0.01055
DB002,2026-08-04T04:30:00,18.87,54.08,397.53,31.51,59,2,0.00247
DB002,2026-08-04T04:45:00,22.17,60.43,461.20,12.07,33,1,0.00251
DB002,2026-08-04T05:00:00,17.15,66.83,460.11,17.58,33,1,0.01194
DB002,2026-08-04T05:15:00,16.07,60.43,497.11,9.63,68,1,0.00716
DB002,2026-08-04T05:30:00,9.78,51.55,390.25,24.50,68,1,0.01430
DB002,2026-08-04T05:45:00,21.72,57.88,428.00,24.59,84,2,0.01612
DB002,2026-08-04T06:00:00,10.23,57.12,484.86,11.34,65,2,0.00019
DB002,2026-08-04T06:15:00,17.92,65.78,491.05,27.46,69,0,0.00156
DB002,2026-08-04T06:30:00,21.44,53.15,515.36,10.41,68,3,0.00657
DB002,2026-08-04T06:45:00,17.34,46.83,394.61,29.46,54,3,0.00867
DB002,2026-08-04T07:00:00,21.58,67.39,540.14,32.17,57,0,0.01364
DB002,2026-08-04T07:15:00,18.06,55.63,416.44,24.86,41,2,0.00157
DB002,2026-08-04T07:30:00,16.80,57.80,473.06,6.49,21,0,0.01395
DB002,2026-08-04T07:45:00,17.30,50.45,525.98,25.08,42,3,0.00192
DB002,2026-08-04T08:00:00,25.36,51.80,812.68,39.86,22,0,0.01669
DB002,2026-08-04T08:15:00,36.42,56.16,797.99,22.92,53,1,0.01227
DB002,2026-08-04T08:30:00,25.19,64.96,968.54,21.03,56,1,0.01432
DB002,2026-08-04T08:45:00,26.44,52.73,929.04,27.90,74,2,0.00397
DB002,2026-08-04T09:00:00,35.64,61.78,876.36,37.15,51,1,0.01712
DB002,2026-08-04T09:15:00,33.93,50.96,899.86,15.29,86,3,0.00848
DB002,2026-08-04T09:30:00,32.69,67.27,822.63,36.83,42,1,0.00736
DB002,2026-08-04T09:45:00,25.79,61.95,928.94,49.00,67,3,0.01581
DB002,2026-08-04T10:00:00,33.19,48.06,884.37,43.40,58,1,0.01728
DB002,2026-08-04T10:15:00,26.12,54.89,1088.18,28.61,33,3,0.00010
DB002,2026-08-04T10:30:00,30.16,50.79,816.11,10.49,77,3,0.00278
DB002,2026-08-04T10:45:00,27.81,67.88,1013.84,26.59,74,2,0.01659
DB002,2026-08-04T11:00:00,28.77,65.26,1027.67,15.20,57,0,0.01284
DB002,2026-08-04T11:15:00,30.98,48.71,992.06,40.27,73,1,0.01524
DB002,2026-08-04T11:30:00,29.91,65.89,973.01,21.57,45,3,0.01611
DB002,2026-08-04T11:45:00,27.91,62.42,1086.26,22.11,34,3,0.00840
DB002,2026-08-04T12:00:00,27.35,60.89,1002.05,10.38,89,0,0.00520
DB002,2026-08-04T12:15:00,31.79,44.93,948.07,34.30,49,2,0.00086
DB002,2026-08-04T12:30:00,27.85,67.33,1049.53,28.04,32,3,0.00995
DB002,2026-08-04T12:45:00,31.36,61.13,817.43,42.53,57,3,0.00001
DB002,2026-08-04T13:00:00,28.43,61.70,966.49,24.05,38,1,0.01799
DB002,2026-08-04T13:15:00,26.49,64.04,856.31,28.25,64,3,0.01193
DB002,2026-08-04T13:30:00,30.35,51.07,1026.01,49.39,90,3,0.01273
DB002,2026-08-04T13:45:00,28.95,55.02,1021.84,50.38,21,3,0.00377
DB002,2026-08-04T14:00:00,26.36,66.16,820.15,12.01,89,1,0.00425
DB002,2026-08-04T14:15:00,29.24,63.92,850.99,38.09,63,3,0.00678
DB002,2026-08-04T14:30:00,27.58,46.01,826.70,38.83,61,1,0.01516
DB002,2026-08-04T14:45:00,28.29,44.50,933.58,39.83,80,3,0.01711
DB002,2026-08-04T15:00:00,28.75,66.60,1034.77,23.45,82,0,0.01068
DB002,2026-08-04T15:15:00,30.38,67.27,1030.96,38.07,45,0,0.00872
DB002,2026-08-04T15:30:00,34.51,63.00,1058.71,40.78,44,3,0.00035
DB002,2026-08-04T15:45:00,29.91,61.84,968.60,31.96,23,3,0.00628
DB002,2026-08-04T16:00:00,33.20,46.12,917.95,39.67,80,2,0.01779
DB002,2026-08-04T16:15:00,32.18,54.29,848.02,47.47,45,3,0.00417
DB002,2026-08-04T16:30:00,33.31,51.23,780.55,23.21,63,0,0.01347
DB002,2026-08-04T16:45:00,34.88,63.39,1034.50,14.65,63,1,0.00901
DB002,2026-08-04T17:00:00,32.45,49.72,828.24,26.58,30,3,0.01188
DB002,2026-08-04T17:15:00,26.62,55.17,1071.82,48.20,76,2,0.00889
DB002,2026-08-04T17:30:00,37.76,52.87,1048.16,44.77,49,2,0.00954
DB002,2026-08-04T17:45:00,29.24,60.96,924.12,47.09,87,2,0.00981
DB002,2026-08-04T18:00:00,30.26,61.37,864.50,23.85,35,1,0.01394
DB002,2026-08-04T18:15:00,35.67,51.56,863.66,49.70,42,0,0.01497
DB002,2026-08-04T18:30:00,32.10,56.94,970.91,29.53,60,3,0.01380
DB002,2026-08-04T18:45:00,29.29,54.25,868.26,40.38,44,0,0.00987
DB002,2026-08-04T19:00:00,34.85,61.66,1077.71,32.35,35,0,0.01145
DB002,2026-08-04T19:15:00,34.31,51.87,877.64,32.68,29,1,0.01177
DB002,2026-08-04T19:30:00,24.96,63.35,964.62,16.28,37,3,0.00766
DB002,2026-08-04T19:45:00,36.15,48.53,897.41,29.58,59,2,0.01551
DB002,2026-08-04T20:00:00,27.71,47.04,930.06,45.56,30,1,0.01551
DB002,2026-08-04T20:15:00,35.46,64.33,1068.85,27.10,29,3,0.01746
DB002,2026-08-04T20:30:00,29.59,63.14,874.03,27.14,47,2,0.00932
DB002,2026-08-04T20:45:00,29.33,62.17,1046.36,31.78,81,0,0.00453
DB002,2026-08-04T21:00:00,29.61,51.31,958.41,20.10,75,0,0.01663
DB002,2026-08-04T21:15:00,35.28,67.31,794.01,26.78,18,1,0.00421
DB002,2026-08-04T21:30:00,29.87,45.12,788.03,44.13,82,0,0.00157
DB002,2026-08-04T21:45:00,30.01,54.09,796.64,14.71,70,2,0.01713
DB002,2026-08-04T22:00:00,15.23,50.76,401.48,15.31,55,3,0.01293
DB002,2026-08-04T22:15:00,17.90,66.74,482.24,30.56,68,0,0.01072
DB002,2026-08-04T22:30:00,19.92,58.16,392.99,8.36,36,0,0.00149
DB002,2026-08-04T22:45:00,13.76,62.66,460.26,27.99,83,3,0.01599
DB002,2026-08-04T23:00:00,15.78,48.19,520.48,25.38,74,3,0.00855
DB002,2026-08-04T23:15:00,11.57,58.74,520.75,15.40,41,0,0.00087
DB002,2026-08-04T23:30:00,20.14,58.59,466.98,17.07,70,2,0.00432
DB002,2026-08-04T23:45:00,14.05,57.92,425.76,8.70,47,2,0.01710
DB002,2026-08-05T00:00:00,9.70,62.80,464.79,22.61,42,1,0.00762
DB002,2026-08-05T00:15:00,21.64,55.46,464.52,13.13,63,2,0.00959
DB002,2026-08-05T00:30:00,11.26,66.31,389.25,23.36,44,1,0.01339
DB002,2026-08-05T00:45:00,9.39,67.30,460.72,31.15,55,3,0.00670
DB002,2026-08-05T01:00:00,20.93,44.84,535.45,25.21,85,0,0.01792
DB002,2026-08-05T01:15:00,12.38,46.30,507.54,28.93,67,3,0.00289
DB002,2026-08-05T01:30:00,20.30,54.66,390.39,29.94,30,3,0.01362
DB002,2026-08-05T01:45:00,17.06,66.28,431.96,30.37,23,0,0.00591
DB002,2026-08-05T02:00:00,16.73,64.03,522.84,11.93,43,0,0.01651
DB002,2026-08-05T02:15:00,18.00,49.99,421.05,22.09,22,2,0.01466
DB002,2026-08-05T02:30:00,17.50,66.29,390.96,13.90,39,2,0.00008
DB002,2026-08-05T02:45:00,15.07,51.22,393.19,32.94,71,3,0.00317
DB002,2026-08-05T03:00:00,10.00,54.73,525.24,22.09,30,3,0.00511
DB002,2026-08-05T03:15:00,10.77,58.54,390.38,26.82,72,0,0.01328
DB002,2026-08-05T03:30:00,12.14,66.02,540.20,26.70,36,2,0.01091
DB002,2026-08-05T03:45:00,14.96,55.78,443.27,14.34,90,0,0.00633
DB002,2026-08-05T04:00:00,16.36,48.38,414.11,13.15,82,3,0.00259
DB002,2026-08-05T04:15:00,18.01,50.36,433.00,18.89,85,2,0.00342
DB002,2026-08-05T04:30:00,16.67,67.98,541.70,25.95,80,0,0.01495
DB002,2026-08-05T04:45:00,19.87,46.02,458.40,14.04,80,0,0.00091
DB002,2026-08-05T05:00:00,21.95,63.14,446.47,30.74,59,1,0.00785
DB002,2026-08-05T05:15:00,16.33,59.84,412.54,25.55,85,0,0.01231
DB002,2026-08-05T05:30:00,10.32,58.87,484.74,27.84,18,1,0.00844
DB002,2026-08-05T05:45:00,21.23,45.84,498.28,11.99,55,1,0.00081
DB002,2026-08-05T06:00:00,16.74,58.62,456.17,17.43,27,1,0.00634
DB002,2026-08-05T06:15:00,21.93,58.65,402.93,32.90,90,1,0.01606
DB002,2026-08-05T06:30:00,10.56,47.08,532.35,30.55,45,1,0.00083
DB002,2026-08-05T06:45:00,15.97,48.14,453.01,23.32,31,2,0.00679
DB002,2026-08-05T07:00:00,20.97,55.85,520.45,11.66,38,3,0.01642
DB002,2026-08-05T07:15:00,13.26,48.94,485.69,19.53,26,2,0.00526
DB002,2026-08-05T07:30:00,12.65,67.96,471.88,17.84,67,2,0.00101
DB002,2026-08-05T07:45:00,18.98,57.82,387.51,15.75,64,3,0.01242
DB002,2026-08-05T08:00:00,25.57,64.89,788.18,28.25,50,2,0.01407
DB002,2026-08-05T08:15:00,31.90,44.45,778.88,27.14,76,2,0.00794
DB002,2026-08-05T08:30:00,33.92,61.39,960.07,46.86,46,1,0.01098
DB002,2026-08-05T08:45:00,35.56,57.31,1081.77,49.38,86,1,0.01584
DB002,2026-08-05T09:00:00,27.22,65.24,864.22,44.95,32,2,0.01565
DB002,2026-08-05T09:15:00,26.73,46.75,935.62,13.53,45,2,0.01182
DB002,2026-08-05T09:30:00,28.86,49.56,802.18,22.39,56,1,0.01083
DB002,2026-08-05T09:45:00,26.81,62.21,1061.97,41.59,78,1,0.01176
DB002,2026-08-05T10:00:00,28.78,51.17,1009.94,30.86,59,2,0.00495
DB002,2026-08-05T10:15:00,28.87,66.68,802.41,17.69,56,2,0.00981
DB002,2026-08-05T10:30:00,32.46,49.04,1059.31,44.41,48,3,0.00916
DB002,2026-08-05T10:45:00,28.18,45.73,919.01,23.98,80,1,0.00924
DB002,2026-08-05T11:00:00,28.06,62.30,904.52,41.56,65,3,0.01528
DB002,2026-08-05T11:15:00,30.02,58.92,973.25,12.36,39,2,0.00552
DB002,2026-08-05T11:30:00,33.49,67.04,895.70,26.62,54,3,0.01544
DB002,2026-08-05T11:45:00,30.63,46.07,1002.09,17.47,75,1,0.00385
DB002,2026-08-05T12:00:00,37.22,60.62,1006.13,22.74,80,1,0.00460
DB002,2026-08-05T12:15:00,30.67,56.66,982.32,49.06,25,0,0.01800
DB002,2026-08-05T12:30:00,32.70,44.58,917.90,23.39,37,0,0.01624
DB002,2026-08-05T12:45:00,26.88,57.26,984.14,16.11,36,1,0.00793
DB002,2026-08-05T13:00:00,29.25,56.10,818.08,22.46,72,2,0.00850
DB002,2026-08-05T13:15:00,25.21,63.61,944.69,29.33,25,1,0.00340
DB002,2026-08-05T13:30:00,31.75,66.25,974.60,39.58,80,0,0.00474
DB002,2026-08-05T13:45:00,37.59,51.23,1053.85,20.62,76,0,0.00846
DB002,2026-08-05T14:00:00,26.37,45.98,1000.67,42.22,60,3,0.01296
DB002,2026-08-05T14:15:00,27.05,58.37,871.69,37.89,65,2,0.01597
DB002,2026-08-05T14:30:00,29.24,56.02,1076.36,19.68,45,1,0.01527
DB002,2026-08-05T14:45:00,36.07,47.09,1039.78,13.58,80,0,0.01418
DB002,2026-08-05T15:00:00,34.22,47.68,1075.75,17.89,73,1,0.00389
DB002,2026-08-05T15:15:00,31.21,58.85,971.45,32.39,47,2,0.01708
DB002,2026-08-05T15:30:00,33.15,45.85,1010.44,23.82,37,1,0.00422
DB002,2026-08-05T15:45:00,31.45,61.16,946.73,23.46,36,0,0.01316
DB002,2026-08-05T16:00:00,36.51,55.83,779.85,47.50,40,2,0.00654
DB002,2026-08-05T16:15:00,26.78,63.21,782.96,40.33,47,3,0.01410
DB002,2026-08-05T16:30:00,25.06,55.48,908.60,18.24,60,2,0.01786
DB002,2026-08-05T16:45:00,30.41,51.59,851.83,20.30,65,2,0.01785
DB002,2026-08-05T17:00:00,31.09,56.09,994.30,21.67,74,3,0.01193
DB002,2026-08-05T17:15:00,33.71,61.23,784.79,36.04,54,1,0.00889
DB002,2026-08-05T17:30:00,25.27,54.27,813.97,40.35,60,2,0.01644
DB002,2026-08-05T17:45:00,37.69,65.49,894.02,49.70,41,0,0.01672
DB002,2026-08-05T18:00:00,26.91,45.81,919.06,11.63,40,2,0.00711
DB002,2026-08-05T18:15:00,31.67,46.58,817.40,10.84,27,0,0.00272
DB002,2026-08-05T18:30:00,35.39,55.07,888.44,34.22,57,2,0.01177
DB002,2026-08-05T18:45:00,36.49,46.59,1066.48,35.98,23,2,0.01393
DB002,2026-08-05T19:00:00,25.09,48.26,903.07,9.70,19,3,0.01086
DB002,2026-08-05T19:15:00,26.43,61.58,1087.00,33.99,53,0,0.00162
DB002,2026-08-05T19:30:00,27.12,51.96,1082.98,50.16,76,3,0.01085
DB002,2026-08-05T19:45:00,30.02,46.65,850.72,44.39,57,3,0.01599
DB002,2026-08-05T20:00:00,27.93,59.16,809.73,35.77,66,0,0.00971
DB002,2026-08-05T20:15:00,33.27,64.57,877.41,43.09,59,1,0.00353
DB002,2026-08-05T20:30:00,26.76,47.60,795.54,38.59,22,1,0.01129
DB002,2026-08-05T20:45:00,32.33,55.15,855.02,45.54,45,0,0.00072
DB002,2026-08-05T21:00:00,29.56,67.57,865.23,46.24,54,3,0.00346
DB002,2026-08-05T21:15:00,34.94,53.59,845.12,21.93,33,3,0.00895
DB002,2026-08-05T21:30:00,34.11,67.63,1054.16,26.91,80,0,0.00929
DB002,2026-08-05T21:45:00,34.50,57.45,816.75,24.56,40,2,0.00944
DB002,2026-08-05T22:00:00,17.49,53.44,508.53,19.61,36,2,0.00537
DB002,2026-08-05T22:15:00,19.75,51.07,523.18,22.85,79,0,0.00540
DB002,2026-08-05T22:30:00,9.86,60.88,475.34,18.66,62,1,0.00180
DB002,2026-08-05T22:45:00,14.95,57.89,497.53,7.87,44,3,0.01225
DB002,2026-08-05T23:00:00,19.87,59.84,427.92,11.91,51,3,0.01673
DB002,2026-08-05T23:15:00,19.52,51.22,455.74,10.86,41,3,0.01682
DB002,2026-08-05T23:30:00,13.32,50.46,411.40,9.51,38,0,0.01274
DB002,2026-08-05T23:45:00,15.68,66.73,421.66,11.29,75,3,0.00301
DB002,2026-08-06T00:00:00,10.37,59.99,464.62,28.93,35,2,0.01106
DB002,2026-08-06T00:15:00,16.11,61.04,450.22,32.42,33,2,0.00038
DB002,2026-08-06T00:30:00,20.58,65.70,475.65,13.21,85,0,0.00666
DB002,2026-08-06T00:45:00,10.85,47.66,468.15,16.23,36,0,0.00829
DB002,2026-08-06T01:00:00,9.64,52.39,539.59,12.23,26,2,0.00816
DB002,2026-08-06T01:15:00,11.32,66.70,532.85,9.39,33,1,0.00304
DB002,2026-08-06T01:30:00,15.60,54.88,472.92,16.26,90,0,0.00539
DB002,2026-08-06T01:45:00,21.74,54.96,405.39,24.00,42,3,0.01001
DB002,2026-08-06T02:00:00,17.93,58.37,429.30,17.67,25,3,0.00802
DB002,2026-08-06T02:15:00,21.04,60.97,426.91,17.57,82,1,0.00652
DB002,2026-08-06T02:30:00,13.44,50.15,426.66,27.91,83,3,0.00439
DB002,2026-08-06T02:45:00,21.64,50.99,494.80,30.78,90,2,0.01503
DB002,2026-08-06T03:00:00,10.05,51.32,427.09,22.80,82,1,0.00065
DB002,2026-08-06T03:15:00,12.71,47.25,500.84,31.48,48,2,0.00288
DB002,2026-08-06T03:30:00,14.17,49.86,453.05,11.56,39,2,0.01408
DB002,2026-08-06T03:45:00,18.92,66.86,483.98,7.50,69,2,0.01157
DB002,2026-08-06T04:00:00,9.94,65.09,443.82,13.68,67,3,0.00863
DB002,2026-08-06T04:15:00,15.42,65.48,504.72,8.25,42,2,0.00961
DB002,2026-08-06T04:30:00,14.51,58.41,419.82,14.42,65,2,0.01368
DB002,2026-08-06T04:45:00,14.77,50.80,401.14,30.11,62,2,0.01428
DB002,2026-08-06T05:00:00,13.39,54.28,491.43,31.59,79,1,0.00097
DB002,2026-08-06T05:15:00,20.45,49.15,502.79,12.58,28,2,0.01284
DB002,2026-08-06T05:30:00,15.05,49.44,521.89,8.93,38,0,0.00341
DB002,2026-08-06T05:45:00,18.41,53.66,520.35,20.08,27,3,0.00039
DB002,2026-08-06T06:00:00,14.23,64.89,535.70,28.62,21,2,0.00838
DB002,2026-08-06T06:15:00,14.03,67.60,491.91,8.53,90,1,0.00777
DB002,2026-08-06T06:30:00,17.72,52.71,495.74,12.16,28,1,0.01110
DB002,2026-08-06T06:45:00,13.92,52.78,486.93,18.53,44,0,0.00469
DB002,2026-08-06T07:00:00,12.24,61.45,466.93,25.20,85,1,0.01539
DB002,2026-08-06T07:15:00,11.34,51.79,448.11,30.38,21,1,0.00570
DB002,2026-08-06T07:30:00,10.11,61.56,490.33,21.62,62,1,0.01411
DB002,2026-08-06T07:45:00,17.17,62.57,478.02,28.78,66,0,0.00605
DB002,2026-08-06T08:00:00,37.59,52.46,837.62,26.46,50,2,0.00665
DB002,2026-08-06T08:15:00,29.80,58.12,800.96,38.92,47,1,0.00103
DB002,2026-08-06T08:30:00,27.56,53.37,961.10,22.56,40,3,0.00094
DB002,2026-08-06T08:45:00,31.94,66.77,824.66,48.29,86,0,0.00887
DB002,2026-08-06T09:00:00,30.93,60.78,813.44,19.52,28,3,0.00542
DB002,2026-08-06T09:15:00,36.45,56.44,921.06,19.27,74,3,0.01556
DB002,2026-08-06T09:30:00,25.61,63.93,818.99,34.26,75,3,0.00366
DB002,2026-08-06T09:45:00,29.45,47.78,894.65,17.41,40,0,0.00879
DB002,2026-08-06T10:00:00,36.78,53.88,934.20,31.23,43,2,0.00206
DB002,2026-08-06T10:15:00,27.25,47.57,1004.99,36.75,18,0,0.00121
DB002,2026-08-06T10:30:00,31.36,67.71,914.85,30.22,58,1,0.01704
DB002,2026-08-06T10:45:00,31.35,53.74,891.89,26.69,78,2,0.00582
DB002,2026-08-06T11:00:00,26.62,46.02,944.33,34.93,64,3,0.00727
DB002,2026-08-06T11:15:00,37.19,58.60,1044.65,19.38,54,1,0.00043
DB002,2026-08-06T11:30:00,32.02,51.18,889.58,26.61,61,1,0.00665
DB002,2026-08-06T11:45:00,27.30,66.85,1025.44,31.42,71,0,0.01306
DB002,2026-08-06T12:00:00,30.57,60.65,1029.45,30.09,56,2,0.00956
DB002,2026-08-06T12:15:00,33.43,52.74,817.41,32.84,25,1,0.00408
DB002,2026-08-06T12:30:00,26.42,61.62,782.32,23.20,56,2,0.01557
DB002,2026-08-06T12:45:00,25.28,63.15,798.20,24.96,60,3,0.00261
DB002,2026-08-06T13:00:00,32.45,63.19,1001.92,18.05,46,3,0.01671
DB002,2026-08-06T13:15:00,31.99,54.01,989.75,15.80,57,2,0.00924
DB002,2026-08-06T13:30:00,31.82,57.62,1011.72,20.21,48,2,0.00733
DB002,2026-08-06T13:45:00,27.29,63.84,827.32,19.24,73,1,0.00241
DB002,2026-08-06T14:00:00,30.01,53.85,905.33,37.73,65,3,0.01173
DB002,2026-08-06T14:15:00,28.12,66.64,1080.79,37.41,67,0,0.00299
DB002,2026-08-06T14:30:00,29.61,53.18,972.14,13.61,28,0,0.01642
DB002,2026-08-06T14:45:00,31.35,49.17,900.84,26.53,40,1,0.00019
DB002,2026-08-06T15:00:00,32.84,44.41,938.55,42.55,53,0,0.00218
DB002,2026-08-06T15:15:00,29.68,64.07,962.46,37.09,90,0,0.01755
DB002,2026-08-06T15:30:00,31.59,66.82,926.25,19.89,70,3,0.01268
DB002,2026-08-06T15:45:00,30.44,45.07,1089.07,34.52,87,0,0.01400
DB002,2026-08-06T16:00:00,34.67,59.51,1077.40,36.72,27,3,0.01670
DB002,2026-08-06T16:15:00,33.61,55.35,1020.55,14.35,87,1,0.00365
DB002,2026-08-06T16:30:00,26.48,51.58,930.66,17.20,44,0,0.00142
DB002,2026-08-06T16:45:00,34.78,48.38,795.31,44.82,18,2,0.00213
DB002,2026-08-06T17:00:00,34.00,52.77,1022.37,20.66,85,2,0.00097
DB002,2026-08-06T17:15:00,27.46,55.11,1024.94,42.11,51,0,0.00824
DB002,2026-08-06T17:30:00,30.09,52.03,863.45,35.04,24,3,0.00603
DB002,2026-08-06T17:45:00,27.82,59.26,847.55,22.78,76,2,0.00453
DB002,2026-08-06T18:00:00,33.97,60.07,908.41,39.51,65,3,0.01029
DB002,2026-08-06T18:15:00,25.02,53.81,913.70,13.38,64,0,0.00379
DB002,2026-08-06T18:30:00,27.23,61.02,782.34,33.35,46,0,0.01544
DB002,2026-08-06T18:45:00,34.42,64.89,784.27,17.06,64,3,0.01292
DB002,2026-08-06T19:00:00,33.07,48.11,1040.88,22.85,85,3,0.01201
DB002,2026-08-06T19:15:00,29.45,49.72,939.87,15.61,65,2,0.01027
DB002,2026-08-06T19:30:00,25.08,55.17,953.28,33.50,76,3,0.01658
DB002,2026-08-06T19:45:00,27.32,50.42,780.24,30.85,63,2,0.01525
DB002,2026-08-06T20:00:00,27.81,44.72,1063.80,31.07,37,1,0.01501
DB002,2026-08-06T20:15:00,29.93,62.63,1041.11,24.35,36,3,0.01612
DB002,2026-08-06T20:30:00,25.66,63.95,1072.38,38.88,79,1,0.00145
DB002,2026-08-06T20:45:00,34.77,56.83,962.48,16.91,69,3,0.00245
DB002,2026-08-06T21:00:00,26.86,62.32,1002.55,31.15,84,0,0.01149
DB002,2026-08-06T21:15:00,28.14,60.64,1051.05,37.59,74,3,0.01123
DB002,2026-08-06T21:30:00,31.10,52.31,842.41,17.43,80,0,0.00657
DB002,2026-08-06T21:45:00,25.96,63.47,938.35,13.89,47,0,0.00945
DB002,2026-08-06T22:00:00,10.29,60.45,468.27,12.45,90,0,0.01733
DB002,2026-08-06T22:15:00,14.91,61.76,489.92,12.52,37,0,0.01762
DB002,2026-08-06T22:30:00,20.80,45.25,476.61,15.12,87,2,0.00270
DB002,2026-08-06T22:45:00,13.19,49.57,404.69,32.39,90,2,0.01723
DB002,2026-08-06T23:00:00,20.23,61.67,395.83,20.59,50,2,0.00760
DB002,2026-08-06T23:15:00,9.60,57.22,437.89,21.99,42,1,0.00996
DB002,2026-08-06T23:30:00,15.40,63.19,410.90,33.10,31,2,0.00125
DB002,2026-08-06T23:45:00,19.32,62.03,386.75,24.36,59,3,0.01211
DB002,2026-08-07T00:00:00,18.12,52.66,483.94,12.23,30,2,0.01548
DB002,2026-08-07T00:15:00,14.17,64.71,480.37,23.03,20,1,0.00776
DB002,2026-08-07T00:30:00,9.71,60.81,393.60,20.07,39,1,0.00433
DB002,2026-08-07T00:45:00,15.99,60.85,478.07,21.63,62,1,0.00237
DB002,2026-08-07T01:00:00,15.62,45.50,409.67,23.04,23,0,0.00643
DB002,2026-08-07T01:15:00,16.83,51.80,489.15,20.46,52,3,0.01525
