query_id,instance_id,observed_ts,query_fingerprint,duration_ms,rows_examined,rows_returned,query_type,wait_event
Q0000201,DB005,2026-08-06T07:07:00,SELECT customer_profile WHERE customer_id = ?,7414.84,22725952,45979,UPDATE,Lock
Q0000202,DB012,2026-08-04T19:42:00,SELECT customer_profile WHERE customer_id = ?,5272.67,28844545,23541,SELECT,None
Q0000203,DB001,2026-08-03T14:29:00,SELECT customer_profile WHERE customer_id = ?,3638.87,21996489,22049,SELECT,Network
Q0000204,DB008,2026-08-02T11:53:00,DELETE session_events WHERE expires_at < ?,2066.95,7769935,11624,UPDATE,None
Q0000205,DB002,2026-08-01T20:25:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5772.75,22728435,347,DELETE,CPU
Q0000206,DB009,2026-08-05T19:24:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5209.05,7360380,45386,UPDATE,CPU
Q0000207,DB005,2026-08-05T23:51:00,DELETE session_events WHERE expires_at < ?,1775.62,29869008,10323,DELETE,IO
Q0000208,DB003,2026-08-07T13:57:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6065.23,18145212,36382,DELETE,Lock
Q0000209,DB002,2026-08-07T04:41:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",2284.08,19247335,33250,SELECT,IO
Q0000210,DB010,2026-08-02T11:14:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4881.71,12453400,11827,UPDATE,Lock
Q0000211,DB008,2026-08-02T20:59:00,SELECT customer_profile WHERE customer_id = ?,5831.00,9220764,27513,SELECT,Lock
Q0000212,DB011,2026-08-04T01:52:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1661.46,9405165,15427,DELETE,IO
Q0000213,DB006,2026-08-02T06:19:00,SELECT customer_profile WHERE customer_id = ?,4400.05,16156797,1249,SELECT,None
Q0000214,DB009,2026-08-02T10:52:00,SELECT customer_profile WHERE customer_id = ?,6314.78,11618529,49759,SELECT,None
Q0000215,DB012,2026-08-04T06:03:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3386.59,23024269,17626,SELECT,IO
Q0000216,DB003,2026-08-01T01:29:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2485.02,3088067,2751,SELECT,Lock
Q0000217,DB006,2026-08-04T02:29:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2022.08,12640620,15311,SELECT,CPU
Q0000218,DB009,2026-08-06T06:31:00,SELECT customer_profile WHERE customer_id = ?,4617.99,5809372,30960,SELECT,Lock
Q0000219,DB002,2026-08-06T16:45:00,SELECT customer_profile WHERE customer_id = ?,6308.83,28744482,8247,UPDATE,Lock
Q0000220,DB008,2026-08-07T16:29:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",521.30,27690152,13909,SELECT,Network
Q0000221,DB005,2026-08-06T08:17:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,2869.33,29098214,8674,SELECT,Network
Q0000222,DB009,2026-08-06T08:27:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,732.45,19905845,36318,DELETE,Network
Q0000223,DB009,2026-08-07T02:24:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3912.07,16212898,17989,UPDATE,Network
Q0000224,DB005,2026-08-07T06:37:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4425.44,7201579,18811,UPDATE,Lock
Q0000225,DB010,2026-08-04T12:28:00,SELECT customer_profile WHERE customer_id = ?,5006.47,14572524,31744,SELECT,IO
Q0000226,DB003,2026-08-06T06:44:00,SELECT customer_profile WHERE customer_id = ?,4111.01,11404253,39593,UPDATE,CPU
Q0000227,DB005,2026-08-07T08:10:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5939.21,28824404,40562,SELECT,Network
Q0000228,DB008,2026-08-03T00:56:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7342.25,5249128,695,UPDATE,Lock
Q0000229,DB003,2026-08-04T07:55:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5356.82,20435462,18226,SELECT,None
Q0000230,DB002,2026-08-01T05:32:00,SELECT customer_profile WHERE customer_id = ?,6860.30,6740548,27869,SELECT,IO
Q0000231,DB007,2026-08-05T19:47:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2932.75,29508535,15861,SELECT,Network
Q0000232,DB009,2026-08-01T23:35:00,DELETE session_events WHERE expires_at < ?,4408.61,4567564,14246,UPDATE,CPU
Q0000233,DB004,2026-08-03T13:29:00,DELETE session_events WHERE expires_at < ?,4903.60,3378101,4255,SELECT,IO
Q0000234,DB012,2026-08-03T08:11:00,DELETE session_events WHERE expires_at < ?,2434.76,28000063,37012,SELECT,Network
Q0000235,DB008,2026-08-05T15:21:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6142.22,8718472,46872,SELECT,CPU
Q0000236,DB004,2026-08-02T19:18:00,SELECT customer_profile WHERE customer_id = ?,3625.36,8473982,12467,DELETE,CPU
Q0000237,DB003,2026-08-06T21:25:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7079.67,16950904,37524,SELECT,CPU
Q0000238,DB005,2026-08-03T08:31:00,SELECT customer_profile WHERE customer_id = ?,5187.71,7602723,22987,SELECT,CPU
Q0000239,DB003,2026-08-06T14:05:00,DELETE session_events WHERE expires_at < ?,6307.87,14400740,27171,SELECT,Network
Q0000240,DB001,2026-08-02T07:12:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4123.57,29227104,5790,DELETE,None
Q0000241,DB006,2026-08-07T22:41:00,SELECT customer_profile WHERE customer_id = ?,2530.47,29645227,11384,SELECT,Lock
Q0000242,DB009,2026-08-03T16:43:00,DELETE session_events WHERE expires_at < ?,2802.53,28901005,38989,SELECT,IO
Q0000243,DB010,2026-08-03T09:26:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4967.32,24739040,38533,UPDATE,IO
Q0000244,DB007,2026-08-03T23:05:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5155.67,29226435,27429,SELECT,CPU
Q0000245,DB005,2026-08-06T06:34:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5631.19,24506673,1384,DELETE,IO
Q0000246,DB011,2026-08-04T04:17:00,DELETE session_events WHERE expires_at < ?,7657.30,21023408,22428,SELECT,Network
Q0000247,DB001,2026-08-03T12:22:00,SELECT customer_profile WHERE customer_id = ?,1106.37,3631635,41405,SELECT,IO
Q0000248,DB002,2026-08-01T03:41:00,DELETE session_events WHERE expires_at < ?,596.18,12255705,42059,SELECT,None
Q0000249,DB001,2026-08-04T12:16:00,DELETE session_events WHERE expires_at < ?,1398.77,9522637,22367,UPDATE,IO
Q0000250,DB009,2026-08-07T10:25:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6035.51,23839038,40144,SELECT,None
Q0000251,DB005,2026-08-07T00:20:00,SELECT customer_profile WHERE customer_id = ?,986.63,20991075,4271,SELECT,Network
Q0000252,DB007,2026-08-06T23:27:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5691.14,26313816,30144,SELECT,Network
Q0000253,DB002,2026-08-03T10:51:00,DELETE session_events WHERE expires_at < ?,2561.11,26536195,6346,SELECT,None
Q0000254,DB012,2026-08-03T22:02:00,SELECT customer_profile WHERE customer_id = ?,624.57,20002901,26093,SELECT,Network
Q0000255,DB010,2026-08-07T15:00:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3642.08,4521911,36468,SELECT,Lock
Q0000256,DB010,2026-08-01T17:56:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,1502.31,18547549,11596,UPDATE,Network
Q0000257,DB001,2026-08-04T18:46:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6323.63,25016688,46469,UPDATE,CPU
Q0000258,DB005,2026-08-06T17:25:00,DELETE session_events WHERE expires_at < ?,6146.71,11639706,15176,SELECT,IO
Q0000259,DB012,2026-08-05T02:35:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3914.61,27612686,37946,SELECT,Network
Q0000260,DB006,2026-08-01T08:14:00,DELETE session_events WHERE expires_at < ?,3599.59,22783633,46161,SELECT,IO
Q0000261,DB007,2026-08-03T09:10:00,DELETE session_events WHERE expires_at < ?,7625.88,26803290,7362,SELECT,Network
Q0000262,DB006,2026-08-06T00:11:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7151.46,24036484,34203,SELECT,None
Q0000263,DB006,2026-08-04T03:21:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4424.80,28061702,49210,UPDATE,IO
Q0000264,DB009,2026-08-06T08:30:00,DELETE session_events WHERE expires_at < ?,1741.72,25326071,45537,SELECT,CPU
Q0000265,DB011,2026-08-05T11:51:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4023.38,6846743,7271,UPDATE,None
Q0000266,DB010,2026-08-04T02:19:00,SELECT customer_profile WHERE customer_id = ?,2538.00,29891233,44874,SELECT,IO
Q0000267,DB002,2026-08-01T12:50:00,SELECT customer_profile WHERE customer_id = ?,7468.98,7088458,34590,SELECT,Lock
Q0000268,DB004,2026-08-01T18:41:00,DELETE session_events WHERE expires_at < ?,4887.34,10009752,39617,SELECT,None
Q0000269,DB011,2026-08-02T12:53:00,SELECT customer_profile WHERE customer_id = ?,5180.07,109139,30668,SELECT,IO
Q0000270,DB012,2026-08-01T01:19:00,DELETE session_events WHERE expires_at < ?,877.77,27319141,41411,SELECT,CPU
Q0000271,DB002,2026-08-04T23:56:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1599.00,27590379,40716,DELETE,IO
Q0000272,DB005,2026-08-02T00:59:00,DELETE session_events WHERE expires_at < ?,4141.61,17575534,31311,DELETE,IO
Q0000273,DB007,2026-08-04T23:03:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7477.59,17370611,16214,SELECT,None
Q0000274,DB004,2026-08-02T01:15:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6791.31,6375640,19534,UPDATE,None
Q0000275,DB011,2026-08-07T01:53:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2730.34,26395901,9710,UPDATE,IO
Q0000276,DB001,2026-08-03T03:57:00,DELETE session_events WHERE expires_at < ?,2475.86,19855096,12052,SELECT,Network
Q0000277,DB012,2026-08-05T13:07:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4022.06,9587264,49448,SELECT,CPU
Q0000278,DB001,2026-08-03T22:32:00,DELETE session_events WHERE expires_at < ?,473.28,27021740,38436,SELECT,Network
Q0000279,DB012,2026-08-03T01:15:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6827.16,23794799,40299,UPDATE,Lock
Q0000280,DB005,2026-08-02T16:53:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6719.50,2913547,877,SELECT,Network
Q0000281,DB010,2026-08-07T18:36:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4127.60,13582036,14450,DELETE,None
Q0000282,DB002,2026-08-07T18:27:00,SELECT customer_profile WHERE customer_id = ?,5337.54,2379393,39415,UPDATE,CPU
Q0000283,DB001,2026-08-02T09:04:00,SELECT customer_profile WHERE customer_id = ?,2616.59,18136766,45251,SELECT,Lock
Q0000284,DB001,2026-08-06T09:48:00,SELECT customer_profile WHERE customer_id = ?,1148.20,2366670,30869,UPDATE,IO
Q0000285,DB010,2026-08-01T11:29:00,DELETE session_events WHERE expires_at < ?,5498.96,1578106,49381,DELETE,CPU
Q0000286,DB009,2026-08-04T10:44:00,SELECT customer_profile WHERE customer_id = ?,821.52,7691711,49354,SELECT,None
Q0000287,DB005,2026-08-07T01:10:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7086.75,29853002,47095,DELETE,CPU
Q0000288,DB002,2026-08-06T20:42:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6151.38,9514489,39529,DELETE,None
Q0000289,DB009,2026-08-02T01:30:00,DELETE session_events WHERE expires_at < ?,4255.91,13272026,31516,UPDATE,Lock
Q0000290,DB008,2026-08-03T11:29:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5997.52,11794998,15826,UPDATE,Lock
Q0000291,DB002,2026-08-01T02:45:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",933.64,12694622,26285,SELECT,Network
Q0000292,DB002,2026-08-02T09:50:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,1015.73,4208027,37301,SELECT,CPU
Q0000293,DB003,2026-08-03T13:37:00,DELETE session_events WHERE expires_at < ?,1304.32,16097761,30763,SELECT,IO
Q0000294,DB003,2026-08-05T02:49:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4181.36,2703305,30749,DELETE,Lock
Q0000295,DB011,2026-08-01T07:41:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5825.72,20098499,19505,SELECT,None
Q0000296,DB002,2026-08-06T14:15:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1977.64,24228133,32298,UPDATE,None
Q0000297,DB006,2026-08-06T06:21:00,DELETE session_events WHERE expires_at < ?,4664.52,4732658,35445,DELETE,Network
Q0000298,DB003,2026-08-03T22:09:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5635.33,4236587,49380,DELETE,None
Q0000299,DB011,2026-08-07T07:50:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5829.77,10231462,25372,UPDATE,CPU
Q0000300,DB005,2026-08-07T23:05:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4338.41,10539531,34653,SELECT,IO
Q0000301,DB007,2026-08-05T04:34:00,DELETE session_events WHERE expires_at < ?,506.78,5712898,22775,DELETE,None
Q0000302,DB002,2026-08-07T18:29:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5394.75,19722387,32409,SELECT,IO
Q0000303,DB012,2026-08-07T21:31:00,DELETE session_events WHERE expires_at < ?,660.98,3479368,18239,SELECT,Lock
Q0000304,DB007,2026-08-02T21:04:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6213.13,10549760,21800,UPDATE,None
Q0000305,DB002,2026-08-02T13:09:00,SELECT customer_profile WHERE customer_id = ?,5280.11,15342075,39947,DELETE,Network
Q0000306,DB003,2026-08-02T14:09:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5220.08,21909087,6502,SELECT,Network
Q0000307,DB010,2026-08-06T05:35:00,SELECT customer_profile WHERE customer_id = ?,7213.04,26952463,25634,SELECT,Network
Q0000308,DB005,2026-08-02T15:32:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5433.38,18265610,11812,UPDATE,Network
Q0000309,DB009,2026-08-02T05:44:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3357.64,2910990,12704,SELECT,IO
Q0000310,DB012,2026-08-03T21:24:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6474.35,16003745,35759,SELECT,CPU
Q0000311,DB010,2026-08-01T13:38:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5973.74,6536498,805,UPDATE,None
Q0000312,DB004,2026-08-03T16:17:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3644.73,16917839,38844,SELECT,None
Q0000313,DB010,2026-08-02T10:09:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6855.10,24189225,12213,SELECT,CPU
Q0000314,DB005,2026-08-05T21:14:00,DELETE session_events WHERE expires_at < ?,6371.31,22274848,25865,SELECT,None
Q0000315,DB005,2026-08-01T18:36:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4952.62,12637536,8872,SELECT,Network
Q0000316,DB001,2026-08-04T02:20:00,DELETE session_events WHERE expires_at < ?,4612.52,1519286,30793,DELETE,Lock
Q0000317,DB005,2026-08-05T10:57:00,SELECT customer_profile WHERE customer_id = ?,5583.48,8790921,6856,SELECT,Lock
Q0000318,DB008,2026-08-03T23:18:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",917.43,420870,40289,SELECT,CPU
Q0000319,DB001,2026-08-06T06:22:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4475.86,13331290,39513,UPDATE,IO
Q0000320,DB005,2026-08-07T18:44:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6978.43,26654474,15064,SELECT,None
Q0000321,DB009,2026-08-03T12:36:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3292.09,29879365,3906,DELETE,Network
Q0000322,DB005,2026-08-07T13:07:00,DELETE session_events WHERE expires_at < ?,1705.95,21034475,26397,DELETE,Lock
Q0000323,DB006,2026-08-05T11:07:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1948.85,29384942,16241,SELECT,Network
Q0000324,DB001,2026-08-04T03:20:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,881.02,13177721,42508,SELECT,Network
Q0000325,DB006,2026-08-03T04:07:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4032.79,9588938,12024,SELECT,None
Q0000326,DB009,2026-08-07T10:54:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",2113.75,15136149,16643,SELECT,Lock
Q0000327,DB005,2026-08-02T02:16:00,DELETE session_events WHERE expires_at < ?,1997.36,15003706,28303,DELETE,IO
Q0000328,DB005,2026-08-01T22:23:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2475.25,26293559,25413,SELECT,None
Q0000329,DB004,2026-08-07T23:03:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5131.82,21400101,25470,SELECT,Lock
Q0000330,DB006,2026-08-02T01:01:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5360.42,13873041,13465,DELETE,CPU
Q0000331,DB012,2026-08-03T22:59:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,570.17,2090275,23937,SELECT,Network
Q0000332,DB006,2026-08-05T13:48:00,SELECT customer_profile WHERE customer_id = ?,4738.11,16560585,21559,DELETE,Lock
Q0000333,DB005,2026-08-02T03:48:00,SELECT customer_profile WHERE customer_id = ?,7246.57,8869003,37136,SELECT,IO
Q0000334,DB008,2026-08-05T23:47:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6009.94,29130483,4048,SELECT,Network
Q0000335,DB005,2026-08-01T15:22:00,DELETE session_events WHERE expires_at < ?,5921.38,5801065,14488,DELETE,Lock
Q0000336,DB006,2026-08-01T20:58:00,SELECT customer_profile WHERE customer_id = ?,484.09,25135142,13535,SELECT,CPU
Q0000337,DB010,2026-08-05T17:21:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7324.33,22685551,9490,SELECT,CPU
Q0000338,DB009,2026-08-03T20:47:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5680.71,13393206,45187,SELECT,IO
Q0000339,DB009,2026-08-07T10:55:00,SELECT customer_profile WHERE customer_id = ?,2829.50,9105164,2452,SELECT,IO
Q0000340,DB012,2026-08-01T04:01:00,DELETE session_events WHERE expires_at < ?,1873.40,7836034,4167,SELECT,Network
Q0000341,DB008,2026-08-04T10:56:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6078.60,24090417,1554,SELECT,None
Q0000342,DB003,2026-08-06T03:09:00,DELETE session_events WHERE expires_at < ?,7554.49,29361244,36111,SELECT,Lock
Q0000343,DB001,2026-08-01T22:12:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,929.55,13122595,16645,UPDATE,Lock
Q0000344,DB011,2026-08-01T07:06:00,DELETE session_events WHERE expires_at < ?,962.06,20223226,35888,SELECT,Network
Q0000345,DB010,2026-08-06T18:13:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7179.16,25354862,2146,SELECT,Lock
Q0000346,DB010,2026-08-01T10:52:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5384.15,5823533,15767,SELECT,Network
Q0000347,DB006,2026-08-04T23:38:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6715.29,3431972,10850,SELECT,Network
Q0000348,DB004,2026-08-07T12:06:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6343.32,17386268,32520,SELECT,CPU
Q0000349,DB002,2026-08-01T02:54:00,SELECT customer_profile WHERE customer_id = ?,3238.04,29008510,31606,SELECT,None
Q0000350,DB008,2026-08-06T00:06:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6851.01,17744154,30436,SELECT,Network
Q0000351,DB011,2026-08-02T07:58:00,SELECT customer_profile WHERE customer_id = ?,3708.31,10328734,13345,SELECT,Lock
Q0000352,DB011,2026-08-05T20:24:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6376.02,23391790,8444,SELECT,Lock
Q0000353,DB004,2026-08-05T06:27:00,DELETE session_events WHERE expires_at < ?,5634.04,2551278,46615,UPDATE,None
Q0000354,DB009,2026-08-02T04:37:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5031.25,7515947,34840,SELECT,IO
Q0000355,DB001,2026-08-04T08:18:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",995.29,9799430,43701,SELECT,Network
Q0000356,DB003,2026-08-01T19:53:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3412.64,10070197,3239,SELECT,Network
Q0000357,DB012,2026-08-03T03:15:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7393.74,24450852,5635,SELECT,Network
Q0000358,DB009,2026-08-04T22:18:00,SELECT customer_profile WHERE customer_id = ?,5821.62,28214547,27213,DELETE,Network
Q0000359,DB011,2026-08-02T14:33:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6349.83,20087485,24325,SELECT,Network
Q0000360,DB007,2026-08-07T14:12:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6398.52,18456241,7588,UPDATE,Lock
Q0000361,DB004,2026-08-03T01:50:00,DELETE session_events WHERE expires_at < ?,1725.06,13806849,1983,SELECT,None
Q0000362,DB011,2026-08-07T00:15:00,DELETE session_events WHERE expires_at < ?,1974.58,27936815,36412,SELECT,Lock
Q0000363,DB012,2026-08-04T10:28:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7187.86,3913169,16539,SELECT,None
Q0000364,DB007,2026-08-06T20:06:00,SELECT customer_profile WHERE customer_id = ?,1950.34,15903879,43179,SELECT,CPU
Q0000365,DB002,2026-08-03T18:53:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7155.05,13459047,3597,SELECT,Lock
Q0000366,DB004,2026-08-01T20:16:00,DELETE session_events WHERE expires_at < ?,2311.93,1542095,14989,UPDATE,None
Q0000367,DB003,2026-08-04T14:01:00,SELECT customer_profile WHERE customer_id = ?,6944.62,24393558,41717,DELETE,CPU
Q0000368,DB008,2026-08-06T04:21:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7429.50,27654297,38593,SELECT,IO
Q0000369,DB011,2026-08-04T17:29:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4880.96,28141264,7162,DELETE,Lock
Q0000370,DB010,2026-08-04T12:50:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1484.21,26111384,36751,DELETE,Lock
Q0000371,DB007,2026-08-05T18:38:00,DELETE session_events WHERE expires_at < ?,6244.24,9652313,3916,SELECT,Lock
Q0000372,DB007,2026-08-02T21:45:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",4104.36,28108923,16056,UPDATE,None
Q0000373,DB011,2026-08-03T07:52:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7762.86,24079207,9531,SELECT,Network
Q0000374,DB010,2026-08-04T15:08:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1517.49,8020605,49808,SELECT,CPU
Q0000375,DB005,2026-08-03T03:06:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5375.66,24243801,2482,SELECT,CPU
Q0000376,DB012,2026-08-03T15:19:00,DELETE session_events WHERE expires_at < ?,4540.05,7965532,48964,SELECT,None
Q0000377,DB002,2026-08-06T04:55:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5650.36,5054499,35747,SELECT,Lock
Q0000378,DB012,2026-08-06T05:25:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6246.78,18842607,39444,DELETE,None
Q0000379,DB001,2026-08-05T00:46:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,738.70,17439996,26184,SELECT,Lock
Q0000380,DB007,2026-08-01T13:45:00,DELETE session_events WHERE expires_at < ?,6631.48,23161446,10003,SELECT,Network
Q0000381,DB005,2026-08-05T03:58:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5125.73,5362006,11804,UPDATE,Network
Q0000382,DB005,2026-08-03T16:24:00,DELETE session_events WHERE expires_at < ?,1503.72,16102156,47359,SELECT,CPU
Q0000383,DB008,2026-08-03T05:41:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3094.49,19358547,15438,SELECT,IO
Q0000384,DB001,2026-08-04T02:11:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1508.19,14924829,12640,SELECT,CPU
Q0000385,DB011,2026-08-05T16:32:00,DELETE session_events WHERE expires_at < ?,1508.81,6548545,30577,SELECT,IO
Q0000386,DB002,2026-08-02T01:07:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3791.89,5151868,27297,DELETE,CPU
Q0000387,DB005,2026-08-06T21:46:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,2740.10,19212516,32339,SELECT,CPU
Q0000388,DB001,2026-08-05T09:08:00,DELETE session_events WHERE expires_at < ?,878.55,13696028,33907,UPDATE,Network
Q0000389,DB008,2026-08-01T20:34:00,DELETE session_events WHERE expires_at < ?,6378.26,27962861,43325,DELETE,Lock
Q0000390,DB012,2026-08-03T18:44:00,SELECT customer_profile WHERE customer_id = ?,2647.11,3914501,43386,UPDATE,IO
Q0000391,DB003,2026-08-04T16:25:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1716.41,14611341,9345,UPDATE,Network
Q0000392,DB010,2026-08-02T20:02:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7084.33,8761609,43386,SELECT,None
Q0000393,DB004,2026-08-07T08:23:00,DELETE session_events WHERE expires_at < ?,3091.53,23336183,35285,UPDATE,CPU
Q0000394,DB011,2026-08-04T17:38:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5937.64,16290875,8987,SELECT,Network
Q0000395,DB002,2026-08-01T05:46:00,SELECT customer_profile WHERE customer_id = ?,1907.08,15384023,24030,DELETE,CPU
Q0000396,DB012,2026-08-03T05:11:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5563.22,18375634,47807,SELECT,Network
Q0000397,DB010,2026-08-04T13:44:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6932.15,9848675,12868,DELETE,Network
Q0000398,DB010,2026-08-07T21:29:00,DELETE session_events WHERE expires_at < ?,2452.86,12356541,15941,SELECT,Lock
Q0000399,DB011,2026-08-04T18:24:00,SELECT customer_profile WHERE customer_id = ?,3068.61,19238030,40854,DELETE,Network
Q0000400,DB005,2026-08-07T21:51:00,DELETE session_events WHERE expires_at < ?,5953.27,29634078,10560,DELETE,IO
Q0000401,DB002,2026-08-04T23:53:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1456.52,17652855,32190,SELECT,CPU
